vehicle_id,bus_stop_name,expected_arrival,time_of_req,direction,arrived
19405_490000167G_2020-04-16_out_1,Notting Hill Gate Station,2020-04-16 07:19:16,2020-04-16 07:15:19,out,1
19405_490010536K_2020-04-16_out_1,York House Place / Kensington High St,2020-04-16 07:21:51,2020-04-16 06:55:07,out,1
19669_490000130KE_2020-04-16_in_1,Knightsbridge Station  / Harrods,2020-04-16 07:20:39,2020-04-16 06:51:18,in,1
19405_490012055N_2020-04-16_out_1,Sheffield Terrace,2020-04-16 07:21:16,2020-04-16 07:18:56,out,1
11742_490000130KE_2020-04-16_out_0,Knightsbridge Station  / Harrods,2020-04-16 07:19:03,2020-04-16 07:15:33,out,1
19405_490000167K_2020-04-16_out_1,Palace Gardens Terr / Notting Hill Gte,2020-04-16 07:20:09,2020-04-16 07:18:57,out,1
19669_490G00119S_2020-04-16_in_1,Hyde Park Corner,2020-04-16 07:18:35,2020-04-16 07:15:24,in,1
19669_490011822W_2020-04-16_in_1,Knightsbridge Barracks,2020-04-16 07:21:26,2020-04-16 06:55:13,in,1
11484_490004099N_2020-04-16_in_1,Blenheim Crescent,2020-04-16 07:20:19,2020-04-16 07:19:15,in,1
11808_490014619S_2020-04-16_out_2,Whitmore Gardens,2020-04-16 07:19:19,2020-04-16 06:51:19,out,1
11808_490G00012622_2020-04-16_out_2,Station Terrace,2020-04-16 07:19:51,2020-04-16 07:18:59,out,1
11484_490005139C_2020-04-16_in_1,Chesterton Road,2020-04-16 07:22:17,2020-04-16 07:19:03,in,1
11744_490014687N_2020-04-16_out_1,Pound Lane / Willesden Bus Garage,2020-04-16 07:19:10,2020-04-16 06:51:39,out,1
11742_490G00119S_2020-04-16_out_0,Hyde Park Corner,2020-04-16 07:21:39,2020-04-16 07:19:31,out,1
11808_490007860S_2020-04-16_out_2,Harrow Road / Kilburn Lane,2020-04-16 07:22:19,2020-04-16 07:18:52,out,1
11484_490000131A_2020-04-16_in_1,Ladbroke Grove Station,2020-04-16 07:21:37,2020-04-16 07:18:39,in,1
11484_490G00003399_2020-04-16_in_1,Portobello and Golborne Market,2020-04-16 07:20:16,2020-04-16 07:03:50,in,1
11744_490014687E_2020-04-16_out_1,Willesden Bus Garage,2020-04-16 07:20:29,2020-04-16 06:51:25,out,1
11744_490G00014088_2020-04-16_out_1,Villiers Road,2020-04-16 07:20:49,2020-04-16 07:19:33,out,1
11744_490014691W2_2020-04-16_out_2,Willesden Green Library,2020-04-16 07:21:57,2020-04-16 07:19:19,out,1
11808_490001161S1_2020-04-16_out_2,Kensal Rise Station,2020-04-16 07:19:12,2020-04-16 07:18:53,out,1
19669_490000119M_2020-04-16_in_1,Hyde Park Corner Station,2020-04-16 07:19:01,2020-04-16 06:51:42,in,1
10271_490014687N_2020-04-16_out_1,Pound Lane / Willesden Bus Garage,2020-04-16 07:25:10,2020-04-16 06:55:31,out,1
10640_490007544Q_2020-04-16_in_1,Grosvenor Gardens,2020-04-16 07:24:01,2020-04-16 07:23:17,in,1
19405_490011750W_2020-04-16_out_1,Royal Albert Hall,2020-04-16 07:25:48,2020-04-16 07:23:08,out,1
11484_490G00008897_2020-04-16_in_1,Ladbroke Grove Sainsbury's,2020-04-16 07:25:21,2020-04-16 07:03:01,in,1
11808_490008898F_2020-04-16_out_2,St Charles Square,2020-04-16 07:25:56,2020-04-16 07:22:40,out,1
11484_490008898F_2020-04-16_in_1,St Charles Square,2020-04-16 07:22:24,2020-04-16 07:22:26,in,1
11484_490004737S_2020-04-16_in_1,Kensal House,2020-04-16 07:23:28,2020-04-16 07:19:15,in,1
19643_490014687W1_2020-04-16_in_1,Pound Lane,2020-04-16 07:23:57,2020-04-16 07:22:53,in,1
11808_490004737S_2020-04-16_out_2,Kensal House,2020-04-16 07:24:09,2020-04-16 07:23:04,out,1
19669_490G00010728_2020-04-16_in_1,Palace Gate,2020-04-16 07:25:08,2020-04-16 07:23:18,in,1
11742_490004555P_2020-04-16_out_0,Buckingham Palace Rd / Bressenden Place,2020-04-16 07:24:55,2020-04-16 07:23:18,out,1
11744_490010521N_2020-04-16_out_2,Okehampton Road,2020-04-16 07:24:52,2020-04-16 07:23:14,out,1
11484_490003619M_2020-04-16_in_1,Barlby Road,2020-04-16 07:22:51,2020-04-16 07:22:27,in,1
19405_490011761M_2020-04-16_out_1,Kensington Palace,2020-04-16 07:22:53,2020-04-16 07:22:54,out,1
19405_490G00019923_2020-04-16_out_1,Queen's Gate,2020-04-16 07:25:02,2020-04-16 07:23:04,out,1
19669_490006691W_2020-04-16_in_1,Exhibition Road,2020-04-16 07:22:51,2020-04-16 07:22:43,in,1
11742_490014728S_2020-04-16_out_0,Wilton Street,2020-04-16 07:23:14,2020-04-16 07:22:54,out,1
11742_490014050C_2020-04-16_out_0,Victoria Bus Station,2020-04-16 07:26:05,2020-04-16 07:23:10,out,1
19643_490G00014088_2020-04-16_in_1,Villiers Road,2020-04-16 07:22:35,2020-04-16 07:19:27,in,1
11744_490014619S_2020-04-16_out_2,Whitmore Gardens,2020-04-16 07:25:17,2020-04-16 07:22:31,out,1
11744_490001161S1_2020-04-16_out_2,Kensal Rise Station,2020-04-16 07:25:56,2020-04-16 07:22:46,out,1
11808_490003619M_2020-04-16_out_2,Barlby Road,2020-04-16 07:24:38,2020-04-16 07:23:15,out,1
11484_490007860N_2020-04-16_in_1,Kilburn Lane / Harrow Road,2020-04-16 07:26:14,2020-04-16 07:26:23,in,1
10640_490000119M_2020-04-16_in_1,Hyde Park Corner Station,2020-04-16 07:26:32,2020-04-16 07:22:56,in,1
10640_490G00119S_2020-04-16_in_1,Hyde Park Corner,2020-04-16 07:25:43,2020-04-16 07:23:12,in,1
19669_490011761M_2020-04-16_in_1,Kensington Palace,2020-04-16 07:26:23,2020-04-16 07:23:22,in,1
11744_490G00012622_2020-04-16_out_2,Station Terrace,2020-04-16 07:26:34,2020-04-16 07:22:52,out,1
19669_490011750W_2020-04-16_in_1,Royal Albert Hall,2020-04-16 07:23:59,2020-04-16 06:55:24,in,1
10640_490014728S_2020-04-16_in_1,Wilton Street,2020-04-16 07:24:56,2020-04-16 07:23:24,in,1
19405_490G00010728_2020-04-16_out_1,Palace Gate,2020-04-16 07:24:07,2020-04-16 07:22:59,out,1
11808_490G00008897_2020-04-16_out_2,Ladbroke Grove Sainsbury's,2020-04-16 07:24:09,2020-04-16 07:22:49,out,1
11808_490005139C_2020-04-16_out_2,Chesterton Road,2020-04-16 07:26:27,2020-04-16 07:22:34,out,1
19643_490G00014688_2020-04-16_in_1,Strode Road,2020-04-16 07:22:52,2020-04-16 07:22:51,in,1
11744_490012147E_2020-04-16_out_2,Hanover Road,2020-04-16 07:23:33,2020-04-16 07:19:07,out,1
11744_490003256N_2020-04-16_out_2,All Souls Avenue,2020-04-16 07:23:59,2020-04-16 07:23:15,out,1
10271_490014687E_2020-04-16_out_1,Willesden Bus Garage,2020-04-16 07:26:31,2020-04-16 06:59:15,out,1
10640_490011198W_2020-04-16_in_1,Prince Of Wales Gate,2020-04-16 07:29:05,2020-04-16 07:26:20,in,1
11808_490G00003399_2020-04-16_out_2,Portobello and Golborne Market,2020-04-16 07:29:01,2020-04-16 07:23:23,out,1
19668_490014728S_2020-04-16_in_1,Wilton Street,2020-04-16 07:30:27,2020-04-16 07:03:52,in,1
19669_490012055N_2020-04-16_in_1,Sheffield Terrace,2020-04-16 07:28:39,2020-04-16 07:26:21,in,1
19669_490000167G_2020-04-16_in_1,Notting Hill Gate Station,2020-04-16 07:29:46,2020-04-16 07:26:34,in,1
10271_490014691W2_2020-04-16_out_1,Willesden Green Library,2020-04-16 07:28:07,2020-04-16 07:27:10,out,1
10640_490000130KE_2020-04-16_in_1,Knightsbridge Station  / Harrods,2020-04-16 07:27:49,2020-04-16 07:26:25,in,1
10640_490006691W_2020-04-16_in_1,Exhibition Road,2020-04-16 07:29:56,2020-04-16 07:26:37,in,1
11484_490003583S_2020-04-16_in_1,Banister Road,2020-04-16 07:27:39,2020-04-16 07:03:47,in,1
10640_490011822W_2020-04-16_in_1,Knightsbridge Barracks,2020-04-16 07:28:39,2020-04-16 07:26:27,in,1
19668_490007544Q_2020-04-16_in_1,Grosvenor Gardens,2020-04-16 07:29:28,2020-04-16 06:59:53,in,1
11484_490001161S1_2020-04-16_in_1,Kensal Rise Station,2020-04-16 07:28:34,2020-04-16 07:27:18,in,1
11744_490007860S_2020-04-16_out_2,Harrow Road / Kilburn Lane,2020-04-16 07:28:35,2020-04-16 07:26:38,out,1
19405_490011198W_2020-04-16_out_1,Prince Of Wales Gate,2020-04-16 07:27:33,2020-04-16 06:59:38,out,1
19405_490000130KE_2020-04-16_out_1,Knightsbridge Station  / Harrods,2020-04-16 07:27:53,2020-04-16 07:27:18,out,1
19405_490000119M_2020-04-16_out_1,Hyde Park Corner Station,2020-04-16 07:29:15,2020-04-16 07:26:56,out,1
11808_490000131A_2020-04-16_out_2,Ladbroke Grove Station,2020-04-16 07:27:06,2020-04-16 07:22:32,out,1
10271_490012147E_2020-04-16_out_1,Hanover Road,2020-04-16 07:29:42,2020-04-16 07:26:58,out,1
11808_490012550S_2020-04-16_out_2,Chepstow Villas,2020-04-16 07:29:45,2020-04-16 07:23:13,out,1
19669_490G00008288_2020-04-16_in_1,Kensington Church Street / Holland St,2020-04-16 07:27:48,2020-04-16 07:27:04,in,1
19405_490G00011822_2020-04-16_out_1,Rutland Gardens,2020-04-16 07:26:44,2020-04-16 07:27:04,out,1
10271_490G00014088_2020-04-16_out_1,Villiers Road,2020-04-16 07:27:40,2020-04-16 07:00:01,out,1
11744_490003619M_2020-04-16_out_2,Barlby Road,2020-04-16 07:31:42,2020-04-16 07:27:12,out,1
11744_490G00008897_2020-04-16_out_2,Ladbroke Grove Sainsbury's,2020-04-16 07:30:33,2020-04-16 07:26:42,out,1
19405_490014050C_2020-04-16_out_1,Victoria Bus Station,2020-04-16 07:34:04,2020-04-16 07:27:08,out,1
11808_490000167G_2020-04-16_out_2,Notting Hill Gate Station,2020-04-16 07:31:09,2020-04-16 07:31:14,out,1
11744_490005139C_2020-04-16_out_2,Chesterton Road,2020-04-16 07:32:17,2020-04-16 07:30:44,out,1
11744_490008898F_2020-04-16_out_2,St Charles Square,2020-04-16 07:31:46,2020-04-16 07:30:48,out,1
11808_490000167K_2020-04-16_out_2,Palace Gardens Terr / Notting Hill Gte,2020-04-16 07:31:41,2020-04-16 07:22:50,out,1
10271_490003256N_2020-04-16_out_1,All Souls Avenue,2020-04-16 07:30:59,2020-04-16 07:03:44,out,1
19405_490004555P_2020-04-16_out_1,Buckingham Palace Rd / Bressenden Place,2020-04-16 07:33:17,2020-04-16 07:27:16,out,1
19405_490014728S_2020-04-16_out_1,Wilton Street,2020-04-16 07:31:52,2020-04-16 07:26:53,out,1
11484_490003256N_2020-04-16_in_1,All Souls Avenue,2020-04-16 07:31:53,2020-04-16 07:03:20,in,1
10640_490G00010728_2020-04-16_in_1,Palace Gate,2020-04-16 07:31:32,2020-04-16 07:27:15,in,1
19405_490G00119S_2020-04-16_out_1,Hyde Park Corner,2020-04-16 07:31:02,2020-04-16 07:27:22,out,1
11484_490G00014088_2020-04-16_in_1,Villiers Road,2020-04-16 07:33:54,2020-04-16 07:31:27,in,1
19669_490012550N_2020-04-16_in_1,Stanley Gardens,2020-04-16 07:32:02,2020-04-16 07:03:10,in,1
19668_490000119M_2020-04-16_in_1,Hyde Park Corner Station,2020-04-16 07:32:15,2020-04-16 07:03:22,in,1
19669_490G00019160_2020-04-16_in_1,Ladbroke Road,2020-04-16 07:30:50,2020-04-16 07:03:37,in,1
11484_490014691W2_2020-04-16_in_1,Willesden Green Library,2020-04-16 07:32:41,2020-04-16 07:31:08,in,1
11484_490001161N1_2020-04-16_in_1,Wrentham Avenue,2020-04-16 07:30:33,2020-04-16 07:02:58,in,1
10640_490011750W_2020-04-16_in_1,Royal Albert Hall,2020-04-16 07:31:11,2020-04-16 07:26:38,in,1
10640_490G00008288_2020-04-16_in_1,Kensington Church Street / Holland St,2020-04-16 07:33:32,2020-04-16 07:31:13,in,1
19668_490G00119S_2020-04-16_in_1,Hyde Park Corner,2020-04-16 07:31:17,2020-04-16 07:03:40,in,1
19668_490000130KE_2020-04-16_in_1,Knightsbridge Station  / Harrods,2020-04-16 07:34:04,2020-04-16 07:06:51,in,1
10271_490001161S1_2020-04-16_out_2,Kensal Rise Station,2020-04-16 07:32:13,2020-04-16 07:30:54,out,1
19669_490G00003399_2020-04-16_in_1,Portobello and Golborne Market,2020-04-16 07:32:37,2020-04-16 07:31:29,in,1
10271_490014619S_2020-04-16_out_2,Whitmore Gardens,2020-04-16 07:31:29,2020-04-16 07:30:41,out,1
19669_490004099N_2020-04-16_in_1,Blenheim Crescent,2020-04-16 07:34:17,2020-04-16 07:07:33,in,1
10640_490011761M_2020-04-16_in_1,Kensington Palace,2020-04-16 07:32:02,2020-04-16 07:31:30,in,1
11744_490000131A_2020-04-16_out_2,Ladbroke Grove Station,2020-04-16 07:33:08,2020-04-16 07:30:43,out,1
10271_490G00012622_2020-04-16_out_1,Station Terrace,2020-04-16 07:33:32,2020-04-16 07:07:17,out,1
11484_490010521N_2020-04-16_in_1,Okehampton Road,2020-04-16 07:31:08,2020-04-16 07:03:01,in,1
11484_490012147E_2020-04-16_in_1,Hanover Road,2020-04-16 07:31:05,2020-04-16 07:30:55,in,1
11744_490004737S_2020-04-16_out_2,Kensal House,2020-04-16 07:31:13,2020-04-16 07:27:02,out,1
10271_490010521N_2020-04-16_out_1,Okehampton Road,2020-04-16 07:31:05,2020-04-16 07:31:22,out,1
19668_490011198W_2020-04-16_in_1,Prince Of Wales Gate,2020-04-16 07:34:46,2020-04-16 07:34:28,in,1
11484_490014687W1_2020-04-16_in_1,Pound Lane,2020-04-16 07:35:34,2020-04-16 07:34:54,in,1
11744_490012550S_2020-04-16_out_2,Chepstow Villas,2020-04-16 07:35:21,2020-04-16 07:35:14,out,1
11808_490011761M_2020-04-16_out_2,Kensington Palace,2020-04-16 07:37:24,2020-04-16 07:34:55,out,1
11808_490010536K_2020-04-16_out_2,York House Place / Kensington High St,2020-04-16 07:36:18,2020-04-16 07:34:29,out,1
10640_490000167G_2020-04-16_in_1,Notting Hill Gate Station,2020-04-16 07:34:26,2020-04-16 07:34:42,in,1
10640_490012055N_2020-04-16_in_1,Sheffield Terrace,2020-04-16 07:35:27,2020-04-16 07:26:21,in,1
10640_490012550N_2020-04-16_in_1,Stanley Gardens,2020-04-16 07:36:38,2020-04-16 07:34:45,in,1
19668_490006691W_2020-04-16_in_1,Exhibition Road,2020-04-16 07:35:30,2020-04-16 07:34:45,in,1
19669_490005139C_2020-04-16_in_1,Chesterton Road,2020-04-16 07:35:29,2020-04-16 07:34:57,in,1
19669_490008898F_2020-04-16_in_1,St Charles Square,2020-04-16 07:35:49,2020-04-16 07:34:30,in,1
19668_490G00010728_2020-04-16_in_1,Palace Gate,2020-04-16 07:37:24,2020-04-16 07:35:19,in,1
11744_490G00003399_2020-04-16_out_2,Portobello and Golborne Market,2020-04-16 07:35:48,2020-04-16 07:31:31,out,1
19668_490011750W_2020-04-16_in_1,Royal Albert Hall,2020-04-16 07:36:38,2020-04-16 07:34:47,in,1
19669_490000131A_2020-04-16_in_1,Ladbroke Grove Station,2020-04-16 07:34:49,2020-04-16 07:34:33,in,1
10271_490007860S_2020-04-16_out_2,Harrow Road / Kilburn Lane,2020-04-16 07:35:58,2020-04-16 07:07:06,out,1
19669_490003619M_2020-04-16_in_1,Barlby Road,2020-04-16 07:36:19,2020-04-16 07:34:31,in,1
11808_490012055N_2020-04-16_out_2,Sheffield Terrace,2020-04-16 07:34:56,2020-04-16 07:34:50,out,1
10271_490G00008897_2020-04-16_out_1,Ladbroke Grove Sainsbury's,2020-04-16 07:37:47,2020-04-16 07:11:09,out,1
11744_490000167G_2020-04-16_out_2,Notting Hill Gate Station,2020-04-16 07:36:21,2020-04-16 07:35:08,out,1
19668_490011822W_2020-04-16_in_1,Knightsbridge Barracks,2020-04-16 07:34:54,2020-04-16 07:06:52,in,1
11484_490G00014688_2020-04-16_in_1,Strode Road,2020-04-16 07:34:32,2020-04-16 07:30:59,in,1
11744_490000167K_2020-04-16_out_2,Palace Gardens Terr / Notting Hill Gte,2020-04-16 07:37:21,2020-04-16 07:34:51,out,1
19669_490004737S_2020-04-16_in_1,Kensal House,2020-04-16 07:36:33,2020-04-16 07:35:09,in,1
10640_490G00003399_2020-04-16_in_1,Portobello and Golborne Market,2020-04-16 07:37:42,2020-04-16 07:35:23,in,1
10640_490G00019160_2020-04-16_in_1,Ladbroke Road,2020-04-16 07:35:56,2020-04-16 07:35:10,in,1
11486_490014687N_2020-04-16_out_0,Pound Lane / Willesden Bus Garage,2020-04-16 07:38:10,2020-04-16 07:11:13,out,1
11486_490014691W2_2020-04-16_out_1,Willesden Green Library,2020-04-16 07:41:53,2020-04-16 07:39:09,out,1
11744_490010536K_2020-04-16_out_2,York House Place / Kensington High St,2020-04-16 07:39:16,2020-04-16 07:34:29,out,1
19668_490012550N_2020-04-16_in_1,Stanley Gardens,2020-04-16 07:43:08,2020-04-16 07:38:41,in,1
11486_490014687E_2020-04-16_out_0,Willesden Bus Garage,2020-04-16 07:39:31,2020-04-16 07:38:36,out,1
11486_490G00014088_2020-04-16_out_0,Villiers Road,2020-04-16 07:40:44,2020-04-16 07:39:22,out,1
10640_490005139C_2020-04-16_in_1,Chesterton Road,2020-04-16 07:40:46,2020-04-16 07:34:57,in,1
11808_490011750W_2020-04-16_out_2,Royal Albert Hall,2020-04-16 07:39:40,2020-04-16 07:35:10,out,1
11808_490G00010728_2020-04-16_out_2,Palace Gate,2020-04-16 07:38:22,2020-04-16 07:35:00,out,1
19668_490012055N_2020-04-16_in_1,Sheffield Terrace,2020-04-16 07:39:37,2020-04-16 07:38:25,in,1
10271_490008898F_2020-04-16_out_2,St Charles Square,2020-04-16 07:39:12,2020-04-16 07:38:37,out,1
11808_490011198W_2020-04-16_out_2,Prince Of Wales Gate,2020-04-16 07:40:49,2020-04-16 07:38:59,out,1
10271_490012550S_2020-04-16_out_2,Chepstow Villas,2020-04-16 07:43:50,2020-04-16 07:42:58,out,1
10271_490003619M_2020-04-16_out_2,Barlby Road,2020-04-16 07:39:30,2020-04-16 07:11:35,out,1
10640_490008898F_2020-04-16_in_1,St Charles Square,2020-04-16 07:41:05,2020-04-16 07:34:30,in,1
11744_490G00010728_2020-04-16_out_2,Palace Gate,2020-04-16 07:41:51,2020-04-16 07:31:06,out,1
10271_490004737S_2020-04-16_out_2,Kensal House,2020-04-16 07:38:56,2020-04-16 07:11:24,out,1
11486_490003256N_2020-04-16_out_1,All Souls Avenue,2020-04-16 07:44:05,2020-04-16 07:15:28,out,1
11486_490012147E_2020-04-16_out_1,Hanover Road,2020-04-16 07:43:18,2020-04-16 07:15:12,out,1
11808_490G00019923_2020-04-16_out_2,Queen's Gate,2020-04-16 07:38:59,2020-04-16 07:35:06,out,1
19669_490001161N1_2020-04-16_in_1,Wrentham Avenue,2020-04-16 07:44:06,2020-04-16 07:42:18,in,1
11744_490G00019923_2020-04-16_out_2,Queen's Gate,2020-04-16 07:42:57,2020-04-16 07:42:50,out,1
10640_490003619M_2020-04-16_in_1,Barlby Road,2020-04-16 07:42:38,2020-04-16 07:42:14,in,1
19668_490G00003399_2020-04-16_in_1,Portobello and Golborne Market,2020-04-16 07:44:12,2020-04-16 07:39:18,in,1
11744_490012055N_2020-04-16_out_2,Sheffield Terrace,2020-04-16 07:38:29,2020-04-16 07:30:56,out,1
19668_490G00008288_2020-04-16_in_1,Kensington Church Street / Holland St,2020-04-16 07:39:11,2020-04-16 07:39:02,in,1
19669_490003583S_2020-04-16_in_1,Banister Road,2020-04-16 07:40:46,2020-04-16 07:39:16,in,1
10640_490000131A_2020-04-16_in_1,Ladbroke Grove Station,2020-04-16 07:40:39,2020-04-16 07:34:33,in,1
11808_490G00011822_2020-04-16_out_2,Rutland Gardens,2020-04-16 07:41:21,2020-04-16 07:39:03,out,1
11742_490007544Q_2020-04-16_in_0,Grosvenor Gardens,2020-04-16 07:42:31,2020-04-16 07:15:30,in,1
19669_490007860N_2020-04-16_in_1,Kilburn Lane / Harrow Road,2020-04-16 07:39:52,2020-04-16 07:38:27,in,1
10271_490000131A_2020-04-16_out_2,Ladbroke Grove Station,2020-04-16 07:40:36,2020-04-16 07:38:31,out,1
10640_490004737S_2020-04-16_in_1,Kensal House,2020-04-16 07:42:49,2020-04-16 07:42:53,in,1
11808_490000130KE_2020-04-16_out_2,Knightsbridge Station  / Harrods,2020-04-16 07:42:25,2020-04-16 07:35:22,out,1
19669_490001161S1_2020-04-16_in_1,Kensal Rise Station,2020-04-16 07:43:03,2020-04-16 07:39:17,in,1
10271_490G00003399_2020-04-16_out_2,Portobello and Golborne Market,2020-04-16 07:42:48,2020-04-16 07:43:09,out,1
19668_490G00019160_2020-04-16_in_1,Ladbroke Road,2020-04-16 07:42:22,2020-04-16 07:39:06,in,1
19669_490G00008897_2020-04-16_in_1,Ladbroke Grove Sainsbury's,2020-04-16 07:38:17,2020-04-16 07:38:33,in,1
19668_490000167G_2020-04-16_in_1,Notting Hill Gate Station,2020-04-16 07:40:39,2020-04-16 07:38:38,in,1
11742_490014728S_2020-04-16_in_0,Wilton Street,2020-04-16 07:43:13,2020-04-16 07:43:09,in,1
10640_490G00008897_2020-04-16_in_1,Ladbroke Grove Sainsbury's,2020-04-16 07:43:50,2020-04-16 07:42:21,in,1
11744_490011750W_2020-04-16_out_2,Royal Albert Hall,2020-04-16 07:43:39,2020-04-16 07:42:54,out,1
10271_490005139C_2020-04-16_out_2,Chesterton Road,2020-04-16 07:39:42,2020-04-16 07:38:33,out,1
10640_490004099N_2020-04-16_in_1,Blenheim Crescent,2020-04-16 07:39:24,2020-04-16 07:39:05,in,1
19668_490011761M_2020-04-16_in_1,Kensington Palace,2020-04-16 07:38:28,2020-04-16 07:35:24,in,1
11744_490011761M_2020-04-16_out_2,Kensington Palace,2020-04-16 07:40:22,2020-04-16 07:34:55,out,1
11742_490G00119S_2020-04-16_in_0,Hyde Park Corner,2020-04-16 07:43:56,2020-04-16 07:42:57,in,1
11742_490011198W_2020-04-16_in_0,Prince Of Wales Gate,2020-04-16 07:49:14,2020-04-16 07:48:20,in,1
11742_490000119M_2020-04-16_in_0,Hyde Park Corner Station,2020-04-16 07:45:15,2020-04-16 07:19:04,in,1
11808_490G00119S_2020-04-16_out_2,Hyde Park Corner,2020-04-16 07:46:08,2020-04-16 07:43:10,out,1
19668_490005139C_2020-04-16_in_1,Chesterton Road,2020-04-16 07:46:35,2020-04-16 07:38:53,in,1
11486_490007860S_2020-04-16_out_1,Harrow Road / Kilburn Lane,2020-04-16 07:49:32,2020-04-16 07:22:45,out,1
11486_490003619M_2020-04-16_out_1,Barlby Road,2020-04-16 07:52:44,2020-04-16 07:23:15,out,1
11808_490014050C_2020-04-16_out_2,Victoria Bus Station,2020-04-16 07:50:31,2020-04-16 07:49:05,out,1
19668_490007860N_2020-04-16_in_1,Kilburn Lane / Harrow Road,2020-04-16 07:51:37,2020-04-16 07:48:23,in,1
10640_490012147E_2020-04-16_in_1,Hanover Road,2020-04-16 07:49:52,2020-04-16 07:48:39,in,1
10271_490G00011822_2020-04-16_out_2,Rutland Gardens,2020-04-16 07:52:57,2020-04-16 07:27:04,out,1
11744_490004555P_2020-04-16_out_2,Buckingham Palace Rd / Bressenden Place,2020-04-16 07:53:47,2020-04-16 07:49:13,out,1
10640_490G00014688_2020-04-16_in_1,Strode Road,2020-04-16 07:53:12,2020-04-16 07:48:44,in,1
19668_490003583S_2020-04-16_in_1,Banister Road,2020-04-16 07:52:33,2020-04-16 07:49:14,in,1
10271_490010536K_2020-04-16_out_2,York House Place / Kensington High St,2020-04-16 07:48:38,2020-04-16 07:22:25,out,1
11742_490011750W_2020-04-16_in_0,Royal Albert Hall,2020-04-16 07:51:09,2020-04-16 07:48:38,in,1
10640_490007860N_2020-04-16_in_1,Kilburn Lane / Harrow Road,2020-04-16 07:45:38,2020-04-16 07:42:15,in,1
11486_490001161S1_2020-04-16_out_1,Kensal Rise Station,2020-04-16 07:46:16,2020-04-16 07:18:53,out,1
19669_490014691W2_2020-04-16_in_1,Willesden Green Library,2020-04-16 07:48:16,2020-04-16 07:19:07,in,1
11808_490004555P_2020-04-16_out_2,Buckingham Palace Rd / Bressenden Place,2020-04-16 07:49:50,2020-04-16 07:49:13,out,1
11808_490000119M_2020-04-16_out_2,Hyde Park Corner Station,2020-04-16 07:44:31,2020-04-16 07:34:59,out,1
11742_490G00010728_2020-04-16_in_0,Palace Gate,2020-04-16 07:51:55,2020-04-16 07:49:13,in,1
10640_490001161N1_2020-04-16_in_1,Wrentham Avenue,2020-04-16 07:49:52,2020-04-16 07:42:18,in,1
11744_490000119M_2020-04-16_out_2,Hyde Park Corner Station,2020-04-16 07:50:03,2020-04-16 07:48:51,out,1
10271_490G00010728_2020-04-16_out_2,Palace Gate,2020-04-16 07:50:51,2020-04-16 07:22:59,out,1
10640_490003583S_2020-04-16_in_1,Banister Road,2020-04-16 07:46:49,2020-04-16 07:43:04,in,1
11742_490000130KE_2020-04-16_in_0,Knightsbridge Station  / Harrods,2020-04-16 07:47:59,2020-04-16 07:48:25,in,1
19669_490012147E_2020-04-16_in_1,Hanover Road,2020-04-16 07:45:54,2020-04-16 07:38:43,in,1
10640_490003256N_2020-04-16_in_1,All Souls Avenue,2020-04-16 07:49:22,2020-04-16 07:48:48,in,1
11744_490014050C_2020-04-16_out_2,Victoria Bus Station,2020-04-16 07:54:41,2020-04-16 07:49:05,out,1
10640_490G00014088_2020-04-16_in_1,Villiers Road,2020-04-16 07:52:38,2020-04-16 07:49:14,in,1
11486_490010521N_2020-04-16_out_1,Okehampton Road,2020-04-16 07:45:08,2020-04-16 07:15:27,out,1
11744_490011198W_2020-04-16_out_2,Prince Of Wales Gate,2020-04-16 07:44:55,2020-04-16 07:31:10,out,1
10640_490001161S1_2020-04-16_in_1,Kensal Rise Station,2020-04-16 07:49:04,2020-04-16 07:19:27,in,1
19668_490008898F_2020-04-16_in_1,St Charles Square,2020-04-16 07:47:18,2020-04-16 07:38:26,in,1
11486_490G00008897_2020-04-16_out_1,Ladbroke Grove Sainsbury's,2020-04-16 07:51:31,2020-04-16 07:22:49,out,1
11486_490000131A_2020-04-16_out_1,Ladbroke Grove Station,2020-04-16 07:54:14,2020-04-16 07:26:27,out,1
19668_490001161S1_2020-04-16_in_1,Kensal Rise Station,2020-04-16 07:54:21,2020-04-16 07:49:15,in,1
19668_490003619M_2020-04-16_in_1,Barlby Road,2020-04-16 07:48:17,2020-04-16 07:48:22,in,1
19669_490G00014688_2020-04-16_in_1,Strode Road,2020-04-16 07:48:46,2020-04-16 07:48:44,in,1
11486_490004737S_2020-04-16_out_1,Kensal House,2020-04-16 07:52:09,2020-04-16 07:23:04,out,1
10271_490012055N_2020-04-16_out_2,Sheffield Terrace,2020-04-16 07:45:59,2020-04-16 07:38:45,out,1
19669_490G00014088_2020-04-16_in_1,Villiers Road,2020-04-16 07:49:32,2020-04-16 07:23:19,in,1
11744_490000130KE_2020-04-16_out_2,Knightsbridge Station  / Harrods,2020-04-16 07:46:01,2020-04-16 07:39:17,out,1
19643_490014687N_2020-04-16_out_1,Pound Lane / Willesden Bus Garage,2020-04-16 07:49:46,2020-04-16 07:48:45,out,1
10271_490G00019923_2020-04-16_out_2,Queen's Gate,2020-04-16 07:51:28,2020-04-16 07:23:04,out,1
11742_490011761M_2020-04-16_in_0,Kensington Palace,2020-04-16 07:52:45,2020-04-16 07:23:22,in,1
