vehicle_id,bus_stop_id,time_of_arrival,time_of_req,direction
7336_490014373LC_2020-06-08_inbound_6,490014373LC,2020-06-08 21:48:20,2020-06-08 21:47:16.905,inbound
7442_490008277W_2020-06-08_inbound_5,490008277W,2020-06-08 22:06:26,2020-06-08 21:47:18.878,inbound
7275_490000038F_2020-06-08_inbound_5,490000038F,2020-06-08 22:11:39,2020-06-08 21:47:41.146,inbound
5265_490003602N_2020-06-08_outbound_0,490003602N,2020-06-08 22:14:39,2020-06-08 21:47:21.827,outbound
7440_490009645W_2020-06-08_outbound_4,490009645W,2020-06-08 22:14:04,2020-06-08 21:47:24.312,outbound
5265_490003783S_2020-06-08_outbound_0,490003783S,2020-06-08 22:02:23,2020-06-08 21:47:25.881,outbound
7442_490006025N_2020-06-08_inbound_5,490006025N,2020-06-08 22:03:40,2020-06-08 21:47:27.753,inbound
7336_490005945K_2020-06-08_outbound_5,490005945K,2020-06-08 22:17:12,2020-06-08 21:47:29.324,outbound
7442_490011031S_2020-06-08_inbound_5,490011031S,2020-06-08 21:55:56,2020-06-08 21:47:31.566,inbound
7440_490011823S_2020-06-08_outbound_4,490011823S,2020-06-08 22:17:11,2020-06-08 21:47:33.003,outbound
7275_490012881S_2020-06-08_inbound_5,490012881S,2020-06-08 22:17:18,2020-06-08 21:47:34.394,inbound
6890_490006929D_2020-06-08_inbound_1,490006929D,2020-06-08 22:08:11,2020-06-08 21:47:36.684,inbound
5265_490000146B_2020-06-08_outbound_0,490000146B,2020-06-08 22:01:05,2020-06-08 21:47:38.084,outbound
6892_490005323N_2020-06-08_outbound_5,490005323N,2020-06-08 21:51:24,2020-06-08 21:47:40.068,outbound
7442_490012633S_2020-06-08_inbound_5,490012633S,2020-06-08 22:02:36,2020-06-08 21:47:42.151,inbound
6234_490006025N_2020-06-08_outbound_0,490006025N,2020-06-08 22:08:28,2020-06-08 21:47:43.98,outbound
6896_490012181N_2020-06-08_outbound_5,490012181N,2020-06-08 22:04:02,2020-06-08 21:47:46.113,outbound
7441_490012438S_2020-06-08_inbound_5,490012438S,2020-06-08 22:14:18,2020-06-08 21:47:47.896,inbound
7441_490007774N_2020-06-08_outbound_4,490007774N,2020-06-08 21:49:03,2020-06-08 21:47:50.151,outbound
7442_490009644E_2020-06-08_inbound_5,490009644E,2020-06-08 22:10:51,2020-06-08 21:47:51.332,inbound
6896_490006345E_2020-06-08_outbound_5,490006345E,2020-06-08 22:07:37,2020-06-08 21:47:54.125,outbound
6892_490002061B_2020-06-08_outbound_4,490002061B,2020-06-08 21:58:13,2020-06-08 21:47:57.506,outbound
5265_490010161E_2020-06-08_outbound_0,490010161E,2020-06-08 21:49:33,2020-06-08 21:47:09.824,outbound
7442_490000038J_2020-06-08_inbound_5,490000038J,2020-06-08 21:50:18,2020-06-08 21:47:11.512,inbound
7275_490014483E_2020-06-08_inbound_5,490014483E,2020-06-08 22:09:09,2020-06-08 21:47:53.568,inbound
6890_490014373LC_2020-06-08_inbound_1,490014373LC,2020-06-08 22:01:28,2020-06-08 21:47:16.905,inbound
6234_490010160E1_2020-06-08_outbound_1,490010160E1,2020-06-08 21:59:13,2020-06-08 21:47:19.331,outbound
7442_490000038F_2020-06-08_inbound_6,490000038F,2020-06-08 21:50:43,2020-06-08 21:47:41.146,inbound
6234_490012569E_2020-06-08_outbound_1,490012569E,2020-06-08 21:58:27,2020-06-08 21:47:22.472,outbound
5265_490009645W_2020-06-08_outbound_0,490009645W,2020-06-08 21:53:16,2020-06-08 21:47:24.312,outbound
7275_490012181N_2020-06-08_inbound_4,490012181N,2020-06-08 22:05:50,2020-06-08 21:47:26.359,inbound
6890_490003352S_2020-06-08_inbound_1,490003352S,2020-06-08 21:53:37,2020-06-08 21:47:28.265,inbound
7275_490005323N_2020-06-08_inbound_5,490005323N,2020-06-08 22:07:47,2020-06-08 21:47:29.824,inbound
7275_490011031S_2020-06-08_inbound_5,490011031S,2020-06-08 22:16:51,2020-06-08 21:47:31.566,inbound
6890_490004584N_2020-06-08_inbound_1,490004584N,2020-06-08 21:48:04,2020-06-08 21:47:33.474,inbound
7442_490006929D_2020-06-08_inbound_5,490006929D,2020-06-08 22:15:42,2020-06-08 21:47:36.684,inbound
7441_490008757S_2020-06-08_outbound_4,490008757S,2020-06-08 21:47:57,2020-06-08 21:47:38.547,outbound
6896_490005323N_2020-06-08_outbound_5,490005323N,2020-06-08 22:01:20,2020-06-08 21:47:40.068,outbound
7441_490012438S_2020-06-08_outbound_4,490012438S,2020-06-08 21:47:58,2020-06-08 21:47:42.644,outbound
5265_490006025N_2020-06-08_outbound_0,490006025N,2020-06-08 21:57:15,2020-06-08 21:47:43.98,outbound
5265_490012181N_2020-06-08_outbound_0,490012181N,2020-06-08 22:15:08,2020-06-08 21:47:46.113,outbound
6892_490014483E_2020-06-08_outbound_5,490014483E,2020-06-08 21:50:31,2020-06-08 21:47:48.531,outbound
6892_490007774N_2020-06-08_outbound_4,490007774N,2020-06-08 21:56:24,2020-06-08 21:47:50.151,outbound
6890_490010068N_2020-06-08_inbound_1,490010068N,2020-06-08 21:56:07,2020-06-08 21:47:51.957,inbound
7275_490013550W_2020-06-08_inbound_4,490013550W,2020-06-08 22:02:50,2020-06-08 21:47:54.676,inbound
6896_490002061B_2020-06-08_outbound_5,490002061B,2020-06-08 22:08:32,2020-06-08 21:47:57.506,outbound
7440_490005945G_2020-06-08_inbound_4,490005945G,2020-06-08 21:50:36,2020-06-08 21:47:10.334,inbound
7275_490000038J_2020-06-08_inbound_5,490000038J,2020-06-08 22:11:10,2020-06-08 21:47:11.512,inbound
6234_490009644G_2020-06-08_outbound_1,490009644G,2020-06-08 22:00:49,2020-06-08 21:47:15.441,outbound
7442_490014373LC_2020-06-08_inbound_5,490014373LC,2020-06-08 22:08:35,2020-06-08 21:47:16.905,inbound
7440_490010160E1_2020-06-08_outbound_4,490010160E1,2020-06-08 22:09:13,2020-06-08 21:47:19.331,outbound
5265_490000038F_2020-06-08_outbound_0,490000038F,2020-06-08 22:11:03,2020-06-08 21:47:41.146,outbound
7440_490012569E_2020-06-08_outbound_4,490012569E,2020-06-08 22:08:27,2020-06-08 21:47:22.472,outbound
6234_490005945G_2020-06-08_outbound_1,490005945G,2020-06-08 21:56:10,2020-06-08 21:47:24.878,outbound
7441_490012181N_2020-06-08_inbound_5,490012181N,2020-06-08 22:15:50,2020-06-08 21:47:26.359,inbound
7442_490003352S_2020-06-08_inbound_5,490003352S,2020-06-08 22:02:00,2020-06-08 21:47:28.265,inbound
6892_490009545S_2020-06-08_outbound_5,490009545S,2020-06-08 21:52:07,2020-06-08 21:47:30.256,outbound
7441_490013550E_2020-06-08_outbound_4,490013550E,2020-06-08 21:49:21,2020-06-08 21:47:32,outbound
7442_490004584N_2020-06-08_inbound_6,490004584N,2020-06-08 21:55:11,2020-06-08 21:47:33.474,inbound
7336_490010161E_2020-06-08_inbound_6,490010161E,2020-06-08 21:51:46,2020-06-08 21:47:35.131,inbound
7441_490008507S_2020-06-08_outbound_5,490008507S,2020-06-08 21:52:38,2020-06-08 21:47:37.144,outbound
6892_490008757S_2020-06-08_outbound_4,490008757S,2020-06-08 21:55:21,2020-06-08 21:47:38.547,outbound
5265_490005323N_2020-06-08_outbound_0,490005323N,2020-06-08 22:12:37,2020-06-08 21:47:40.068,outbound
6892_490012438S_2020-06-08_outbound_4,490012438S,2020-06-08 21:55:45,2020-06-08 21:47:42.644,outbound
6896_490004584N_2020-06-08_outbound_5,490004584N,2020-06-08 21:52:19,2020-06-08 21:47:44.495,outbound
7275_490006092S_2020-06-08_inbound_4,490006092S,2020-06-08 22:05:17,2020-06-08 21:47:46.662,inbound
6896_490014483E_2020-06-08_outbound_5,490014483E,2020-06-08 21:56:25,2020-06-08 21:47:53.568,outbound
6896_490007774N_2020-06-08_outbound_5,490007774N,2020-06-08 22:06:31,2020-06-08 21:47:50.151,outbound
7442_490010068N_2020-06-08_inbound_5,490010068N,2020-06-08 22:05:17,2020-06-08 21:47:51.957,inbound
7441_490013550W_2020-06-08_inbound_5,490013550W,2020-06-08 22:12:50,2020-06-08 21:47:54.676,inbound
6890_490G000925_2020-06-08_inbound_1,490G000925,2020-06-08 21:51:43,2020-06-08 21:47:57.995,inbound
7336_490005945G_2020-06-08_inbound_6,490005945G,2020-06-08 21:54:25,2020-06-08 21:47:10.334,inbound
5265_490000038J_2020-06-08_outbound_0,490000038J,2020-06-08 22:10:33,2020-06-08 21:47:11.512,outbound
7440_490009644G_2020-06-08_outbound_4,490009644G,2020-06-08 22:10:36,2020-06-08 21:47:15.441,outbound
6896_490009159S_2020-06-08_outbound_5,490009159S,2020-06-08 21:54:18,2020-06-08 21:47:17.41,outbound
5265_490010160E1_2020-06-08_outbound_0,490010160E1,2020-06-08 21:48:56,2020-06-08 21:47:19.331,outbound
6890_490014374N_2020-06-08_inbound_1,490014374N,2020-06-08 21:58:59,2020-06-08 21:47:20.909,inbound
5265_490012569E_2020-06-08_outbound_0,490012569E,2020-06-08 21:47:50,2020-06-08 21:47:22.472,outbound
7440_490005945G_2020-06-08_outbound_4,490005945G,2020-06-08 22:06:10,2020-06-08 21:47:24.878,outbound
7275_490008507N2_2020-06-08_inbound_4,490008507N2,2020-06-08 22:00:23,2020-06-08 21:47:26.862,inbound
6234_490012255S_2020-06-08_outbound_0,490012255S,2020-06-08 22:06:38,2020-06-08 21:47:28.785,outbound
6896_490009545S_2020-06-08_outbound_5,490009545S,2020-06-08 22:02:09,2020-06-08 21:47:30.256,outbound
6892_490013550E_2020-06-08_outbound_4,490013550E,2020-06-08 21:56:14,2020-06-08 21:47:32,outbound
7275_490004584N_2020-06-08_inbound_5,490004584N,2020-06-08 22:16:04,2020-06-08 21:47:33.474,inbound
6890_490010161E_2020-06-08_inbound_1,490010161E,2020-06-08 22:04:03,2020-06-08 21:47:35.131,inbound
6892_490008507S_2020-06-08_outbound_4,490008507S,2020-06-08 21:59:24,2020-06-08 21:47:37.144,outbound
6896_490008757S_2020-06-08_outbound_5,490008757S,2020-06-08 22:05:27,2020-06-08 21:47:38.547,outbound
7275_490009545N_2020-06-08_inbound_4,490009545N,2020-06-08 22:07:02,2020-06-08 21:47:40.656,inbound
6896_490012438S_2020-06-08_outbound_5,490012438S,2020-06-08 22:05:59,2020-06-08 21:47:42.644,outbound
5265_490004584N_2020-06-08_outbound_0,490004584N,2020-06-08 22:04:51,2020-06-08 21:47:44.495,outbound
7441_490006092S_2020-06-08_inbound_5,490006092S,2020-06-08 22:15:17,2020-06-08 21:47:46.662,inbound
5265_490014483E_2020-06-08_outbound_0,490014483E,2020-06-08 22:08:44,2020-06-08 21:47:53.568,outbound
6890_490011823S_2020-06-08_inbound_1,490011823S,2020-06-08 21:56:02,2020-06-08 21:47:52.469,inbound
6890_490013517S_2020-06-08_inbound_1,490013517S,2020-06-08 21:52:01,2020-06-08 21:47:56.156,inbound
7442_490G000925_2020-06-08_inbound_5,490G000925,2020-06-08 22:00:56,2020-06-08 21:47:57.995,inbound
6890_490005945G_2020-06-08_inbound_1,490005945G,2020-06-08 22:07:02,2020-06-08 21:47:10.334,inbound
7336_490009645W_2020-06-08_inbound_6,490009645W,2020-06-08 21:46:52,2020-06-08 21:47:12.062,inbound
5265_490009644G_2020-06-08_outbound_0,490009644G,2020-06-08 21:50:22,2020-06-08 21:47:15.441,outbound
5265_490009159S_2020-06-08_outbound_0,490009159S,2020-06-08 22:06:14,2020-06-08 21:47:17.41,outbound
6234_490007626B_2020-06-08_outbound_1,490007626B,2020-06-08 22:01:52,2020-06-08 21:47:19.965,outbound
7442_490014374N_2020-06-08_inbound_5,490014374N,2020-06-08 22:06:10,2020-06-08 21:47:20.909,inbound
7441_490006092S_2020-06-08_outbound_4,490006092S,2020-06-08 21:47:06,2020-06-08 21:47:22.943,outbound
7336_490005945G_2020-06-08_outbound_5,490005945G,2020-06-08 22:16:10,2020-06-08 21:47:24.878,outbound
7441_490008507N2_2020-06-08_inbound_4,490008507N2,2020-06-08 22:10:10,2020-06-08 21:47:26.862,inbound
5265_490012255S_2020-06-08_outbound_0,490012255S,2020-06-08 21:55:35,2020-06-08 21:47:28.785,outbound
5265_490009545S_2020-06-08_outbound_0,490009545S,2020-06-08 22:13:20,2020-06-08 21:47:30.256,outbound
6896_490013550E_2020-06-08_outbound_5,490013550E,2020-06-08 22:06:49,2020-06-08 21:47:32,outbound
6896_490006614S_2020-06-08_outbound_6,490006614S,2020-06-08 21:49:14,2020-06-08 21:47:33.953,outbound
7442_490010161E_2020-06-08_inbound_5,490010161E,2020-06-08 22:11:14,2020-06-08 21:47:35.131,inbound
6896_490008507S_2020-06-08_outbound_5,490008507S,2020-06-08 22:10:24,2020-06-08 21:47:37.144,outbound
7336_490007626B_2020-06-08_inbound_6,490007626B,2020-06-08 21:50:01,2020-06-08 21:47:39.037,inbound
7441_490009545N_2020-06-08_inbound_5,490009545N,2020-06-08 22:17:02,2020-06-08 21:47:40.656,inbound
5265_490012438S_2020-06-08_outbound_0,490012438S,2020-06-08 22:17:14,2020-06-08 21:47:42.644,outbound
6890_490006614S_2020-06-08_inbound_1,490006614S,2020-06-08 21:49:58,2020-06-08 21:47:44.995,inbound
6234_490014374N_2020-06-08_outbound_0,490014374N,2020-06-08 22:05:44,2020-06-08 21:47:49.172,outbound
7336_490012569E_2020-06-08_inbound_5,490012569E,2020-06-08 21:52:15,2020-06-08 21:47:50.816,inbound
7442_490011823S_2020-06-08_inbound_5,490011823S,2020-06-08 22:04:21,2020-06-08 21:47:52.469,inbound
7442_490013517S_2020-06-08_inbound_5,490013517S,2020-06-08 22:01:12,2020-06-08 21:47:56.156,inbound
6890_490010554S2_2020-06-08_inbound_1,490010554S2,2020-06-08 21:54:48,2020-06-08 21:47:58.472,inbound
7277_490012881S_2020-06-08_outbound_7,490012881S,2020-06-08 22:53:54,2020-06-08 22:52:29.084,outbound
7336_490000146B_2020-06-08_inbound_6,490000146B,2020-06-08 23:18:45,2020-06-08 22:52:30.407,inbound
7336_490003602N_2020-06-08_inbound_6,490003602N,2020-06-08 23:06:28,2020-06-08 22:52:31.8,inbound
7336_490007774N_2020-06-08_inbound_5,490007774N,2020-06-08 23:04:07,2020-06-08 22:52:33.677,inbound
7442_490002061N_2020-06-08_outbound_5,490002061N,2020-06-08 22:56:04,2020-06-08 22:52:35.001,outbound
7277_490000038F_2020-06-08_outbound_7,490000038F,2020-06-08 22:59:55,2020-06-08 22:52:59.206,outbound
6892_490011653S_2020-06-08_outbound_4,490011653S,2020-06-08 23:19:28,2020-06-08 22:52:38.189,outbound
7441_490005945G_2020-06-08_outbound_6,490005945G,2020-06-08 22:56:10,2020-06-08 22:52:42.095,outbound
7440_490012181N_2020-06-08_inbound_5,490012181N,2020-06-08 22:57:40,2020-06-08 22:52:43.38,inbound
5265_490003352S_2020-06-08_inbound_0,490003352S,2020-06-08 23:00:55,2020-06-08 22:52:45.566,inbound
7336_490005323N_2020-06-08_inbound_6,490005323N,2020-06-08 23:07:35,2020-06-08 22:52:47.224,inbound
7336_490011031S_2020-06-08_inbound_6,490011031S,2020-06-08 23:16:16,2020-06-08 22:52:48.923,inbound
6892_490011823S_2020-06-08_outbound_5,490011823S,2020-06-08 23:17:44,2020-06-08 22:52:50.548,outbound
7440_490012881S_2020-06-08_inbound_4,490012881S,2020-06-08 23:09:45,2020-06-08 22:52:52.095,inbound
7277_490008507S_2020-06-08_outbound_7,490008507S,2020-06-08 23:07:55,2020-06-08 22:52:55.317,outbound
7275_490008757S_2020-06-08_outbound_5,490008757S,2020-06-08 23:12:37,2020-06-08 22:52:56.77,outbound
7275_490005323N_2020-06-08_outbound_5,490005323N,2020-06-08 23:08:30,2020-06-08 22:52:58.3,outbound
7336_490012633S_2020-06-08_inbound_6,490012633S,2020-06-08 23:20:51,2020-06-08 22:53:00.191,inbound
7275_490006025N_2020-06-08_outbound_5,490006025N,2020-06-08 22:55:51,2020-06-08 22:53:02.126,outbound
7275_490015151H_2020-06-08_outbound_5,490015151H,2020-06-08 22:58:15,2020-06-08 22:53:03.673,outbound
7440_490012438S_2020-06-08_inbound_5,490012438S,2020-06-08 22:56:02,2020-06-08 22:53:05.724,inbound
7336_490009924S_2020-06-08_inbound_6,490009924S,2020-06-08 23:02:27,2020-06-08 22:53:07.675,inbound
5265_490010068N_2020-06-08_inbound_0,490010068N,2020-06-08 23:04:17,2020-06-08 22:53:09.598,inbound
7275_490006345E_2020-06-08_outbound_4,490006345E,2020-06-08 23:14:09,2020-06-08 22:53:11.598,outbound
7336_490013846N_2020-06-08_inbound_6,490013846N,2020-06-08 23:17:05,2020-06-08 22:53:13.506,inbound
7336_490010554S2_2020-06-08_inbound_6,490010554S2,2020-06-08 23:21:25,2020-06-08 22:53:15.159,inbound
7275_490012881S_2020-06-08_outbound_5,490012881S,2020-06-08 23:01:02,2020-06-08 22:52:29.084,outbound
7440_490000038J_2020-06-08_inbound_4,490000038J,2020-06-08 23:01:42,2020-06-08 22:52:30.826,inbound
7440_490014483E_2020-06-08_inbound_4,490014483E,2020-06-08 23:00:55,2020-06-08 22:53:11.112,inbound
6888_490014373LC_2020-06-08_inbound_5,490014373LC,2020-06-08 22:54:47,2020-06-08 22:52:34.111,inbound
6888_490008277W_2020-06-08_inbound_5,490008277W,2020-06-08 22:52:46,2020-06-08 22:52:35.425,inbound
7336_490000038F_2020-06-08_inbound_6,490000038F,2020-06-08 23:11:15,2020-06-08 22:52:59.206,inbound
7277_490003602N_2020-06-08_outbound_7,490003602N,2020-06-08 23:04:54,2020-06-08 22:52:40.036,outbound
6892_490005945G_2020-06-08_outbound_6,490005945G,2020-06-08 23:06:10,2020-06-08 22:52:42.095,outbound
7336_490012181N_2020-06-08_inbound_6,490012181N,2020-06-08 23:06:11,2020-06-08 22:52:43.38,inbound
7440_490003352S_2020-06-08_inbound_4,490003352S,2020-06-08 23:10:44,2020-06-08 22:52:45.566,inbound
7277_490009545S_2020-06-08_outbound_7,490009545S,2020-06-08 23:04:14,2020-06-08 22:52:47.782,outbound
7277_490013550E_2020-06-08_outbound_7,490013550E,2020-06-08 23:06:10,2020-06-08 22:52:49.474,outbound
5265_490004584N_2020-06-08_inbound_0,490004584N,2020-06-08 22:55:36,2020-06-08 22:52:51.111,inbound
7336_490012881S_2020-06-08_inbound_6,490012881S,2020-06-08 23:16:36,2020-06-08 22:52:52.095,inbound
7275_490008507S_2020-06-08_outbound_4,490008507S,2020-06-08 23:16:44,2020-06-08 22:52:55.317,outbound
7442_490008757S_2020-06-08_outbound_5,490008757S,2020-06-08 22:52:51,2020-06-08 22:52:56.77,outbound
7441_490005323N_2020-06-08_outbound_5,490005323N,2020-06-08 23:21:14,2020-06-08 22:52:58.3,outbound
7277_490012438S_2020-06-08_outbound_7,490012438S,2020-06-08 23:04:52,2020-06-08 22:53:00.705,outbound
7441_490006025N_2020-06-08_outbound_6,490006025N,2020-06-08 23:08:38,2020-06-08 22:53:02.126,outbound
7441_490015151H_2020-06-08_outbound_6,490015151H,2020-06-08 23:10:56,2020-06-08 22:53:03.673,outbound
7336_490012438S_2020-06-08_inbound_5,490012438S,2020-06-08 23:04:57,2020-06-08 22:53:05.724,inbound
7277_490007774N_2020-06-08_outbound_7,490007774N,2020-06-08 23:05:54,2020-06-08 22:53:08.092,outbound
7440_490010068N_2020-06-08_inbound_4,490010068N,2020-06-08 23:14:00,2020-06-08 22:53:09.598,inbound
7442_490006345E_2020-06-08_outbound_5,490006345E,2020-06-08 22:55:15,2020-06-08 22:53:11.598,outbound
7277_490002061B_2020-06-08_outbound_7,490002061B,2020-06-08 23:07:38,2020-06-08 22:53:13.99,outbound
7441_490012881S_2020-06-08_outbound_6,490012881S,2020-06-08 23:13:34,2020-06-08 22:52:29.084,outbound
7277_490000038J_2020-06-08_outbound_7,490000038J,2020-06-08 22:59:27,2020-06-08 22:52:30.826,outbound
7336_490014483E_2020-06-08_inbound_6,490014483E,2020-06-08 23:09:03,2020-06-08 22:53:11.112,inbound
5265_490014373LC_2020-06-08_inbound_0,490014373LC,2020-06-08 23:06:01,2020-06-08 22:52:34.111,inbound
5265_490008277W_2020-06-08_inbound_0,490008277W,2020-06-08 23:05:08,2020-06-08 22:52:35.425,inbound
7275_490000038F_2020-06-08_outbound_5,490000038F,2020-06-08 23:06:48,2020-06-08 22:52:59.206,outbound
7275_490003602N_2020-06-08_outbound_5,490003602N,2020-06-08 23:13:25,2020-06-08 22:52:40.036,outbound
7277_490002083A_2020-06-08_outbound_7,490002083A,2020-06-08 22:56:36,2020-06-08 22:52:42.503,outbound
7336_490008507N2_2020-06-08_inbound_5,490008507N2,2020-06-08 23:01:00,2020-06-08 22:52:44.091,inbound
7336_490003352S_2020-06-08_inbound_6,490003352S,2020-06-08 23:20:26,2020-06-08 22:52:45.566,inbound
7275_490009545S_2020-06-08_outbound_5,490009545S,2020-06-08 23:09:04,2020-06-08 22:52:47.782,outbound
7275_490013550E_2020-06-08_outbound_4,490013550E,2020-06-08 23:13:53,2020-06-08 22:52:49.474,outbound
7440_490004584N_2020-06-08_inbound_4,490004584N,2020-06-08 23:08:33,2020-06-08 22:52:51.111,inbound
6888_490010161E_2020-06-08_inbound_5,490010161E,2020-06-08 22:58:17,2020-06-08 22:52:52.615,inbound
7442_490008507S_2020-06-08_outbound_5,490008507S,2020-06-08 22:56:56,2020-06-08 22:52:55.317,outbound
6888_490007626B_2020-06-08_inbound_5,490007626B,2020-06-08 22:55:51,2020-06-08 22:52:57.284,inbound
7440_490009545N_2020-06-08_inbound_5,490009545N,2020-06-08 22:58:55,2020-06-08 22:52:58.738,inbound
7275_490012438S_2020-06-08_outbound_4,490012438S,2020-06-08 23:12:56,2020-06-08 22:53:00.705,outbound
6892_490006025N_2020-06-08_outbound_5,490006025N,2020-06-08 23:18:38,2020-06-08 22:53:02.126,outbound
6892_490015151H_2020-06-08_outbound_5,490015151H,2020-06-08 23:20:15,2020-06-08 22:53:03.673,outbound
7277_490014483E_2020-06-08_outbound_8,490014483E,2020-06-08 22:58:07,2020-06-08 22:53:11.112,outbound
7275_490007774N_2020-06-08_outbound_4,490007774N,2020-06-08 23:13:37,2020-06-08 22:53:08.092,outbound
5265_490011823S_2020-06-08_inbound_0,490011823S,2020-06-08 23:03:07,2020-06-08 22:53:10.128,inbound
7440_490013550W_2020-06-08_inbound_5,490013550W,2020-06-08 22:54:34,2020-06-08 22:53:12.112,inbound
7275_490002061B_2020-06-08_outbound_4,490002061B,2020-06-08 23:14:56,2020-06-08 22:53:13.99,outbound
7441_490010161E_2020-06-08_outbound_6,490010161E,2020-06-08 22:59:38,2020-06-08 22:52:29.505,outbound
7275_490000038J_2020-06-08_outbound_5,490000038J,2020-06-08 23:06:20,2020-06-08 22:52:30.826,outbound
7441_490009644G_2020-06-08_outbound_6,490009644G,2020-06-08 23:01:01,2020-06-08 22:52:32.816,outbound
7440_490014373LC_2020-06-08_inbound_4,490014373LC,2020-06-08 23:17:10,2020-06-08 22:52:34.111,inbound
7440_490008277W_2020-06-08_inbound_4,490008277W,2020-06-08 23:14:58,2020-06-08 22:52:35.425,inbound
7441_490000038F_2020-06-08_outbound_5,490000038F,2020-06-08 23:19:59,2020-06-08 22:52:59.206,outbound
7441_490012569E_2020-06-08_outbound_6,490012569E,2020-06-08 22:58:22,2020-06-08 22:52:40.443,outbound
7275_490002083A_2020-06-08_outbound_5,490002083A,2020-06-08 23:04:11,2020-06-08 22:52:42.503,outbound
7275_490007535S_2020-06-08_outbound_5,490007535S,2020-06-08 22:53:23,2020-06-08 22:52:44.581,outbound
7275_490012255S_2020-06-08_outbound_5,490012255S,2020-06-08 22:54:11,2020-06-08 22:52:46.115,outbound
7441_490009545S_2020-06-08_outbound_5,490009545S,2020-06-08 23:21:52,2020-06-08 22:52:47.782,outbound
7442_490013550E_2020-06-08_outbound_5,490013550E,2020-06-08 22:54:31,2020-06-08 22:52:49.474,outbound
7336_490004584N_2020-06-08_inbound_6,490004584N,2020-06-08 23:15:31,2020-06-08 22:52:51.111,inbound
5265_490010161E_2020-06-08_inbound_0,490010161E,2020-06-08 23:09:01,2020-06-08 22:52:52.615,inbound
7440_490002061N_2020-06-08_inbound_5,490002061N,2020-06-08 22:52:44,2020-06-08 22:52:55.818,inbound
5265_490007626B_2020-06-08_inbound_0,490007626B,2020-06-08 23:07:19,2020-06-08 22:52:57.284,inbound
7336_490009545N_2020-06-08_inbound_6,490009545N,2020-06-08 23:07:02,2020-06-08 22:52:58.738,inbound
7442_490012438S_2020-06-08_outbound_5,490012438S,2020-06-08 22:53:10,2020-06-08 22:53:00.705,outbound
7277_490004584N_2020-06-08_outbound_7,490004584N,2020-06-08 22:55:46,2020-06-08 22:53:02.584,outbound
7277_490012181N_2020-06-08_outbound_7,490012181N,2020-06-08 23:03:11,2020-06-08 22:53:04.204,outbound
7275_490014483E_2020-06-08_outbound_5,490014483E,2020-06-08 23:05:41,2020-06-08 22:53:11.112,outbound
7442_490007774N_2020-06-08_outbound_5,490007774N,2020-06-08 22:54:16,2020-06-08 22:53:08.092,outbound
7440_490011823S_2020-06-08_inbound_4,490011823S,2020-06-08 23:13:00,2020-06-08 22:53:10.128,inbound
7336_490013550W_2020-06-08_inbound_6,490013550W,2020-06-08 23:03:27,2020-06-08 22:53:12.112,inbound
7442_490002061B_2020-06-08_outbound_5,490002061B,2020-06-08 22:55:26,2020-06-08 22:53:13.99,outbound
6892_490010161E_2020-06-08_outbound_6,490010161E,2020-06-08 23:09:38,2020-06-08 22:52:29.505,outbound
7336_490000038J_2020-06-08_inbound_6,490000038J,2020-06-08 23:10:54,2020-06-08 22:52:30.826,inbound
6892_490009644G_2020-06-08_outbound_6,490009644G,2020-06-08 23:10:49,2020-06-08 22:52:32.816,outbound
7277_490009159S_2020-06-08_outbound_7,490009159S,2020-06-08 22:55:28,2020-06-08 22:52:34.532,outbound
7441_490010160E1_2020-06-08_outbound_6,490010160E1,2020-06-08 22:59:09,2020-06-08 22:52:35.872,outbound
6888_490014374N_2020-06-08_inbound_5,490014374N,2020-06-08 22:52:32,2020-06-08 22:52:37.534,inbound
6892_490012569E_2020-06-08_outbound_6,490012569E,2020-06-08 23:08:22,2020-06-08 22:52:40.443,outbound
7441_490002083A_2020-06-08_outbound_5,490002083A,2020-06-08 23:17:08,2020-06-08 22:52:42.503,outbound
7441_490007535S_2020-06-08_outbound_6,490007535S,2020-06-08 23:06:24,2020-06-08 22:52:44.581,outbound
7441_490012255S_2020-06-08_outbound_6,490012255S,2020-06-08 23:06:59,2020-06-08 22:52:46.115,outbound
7277_490011031S_2020-06-08_outbound_8,490011031S,2020-06-08 22:54:40,2020-06-08 22:52:48.271,outbound
5265_490002083A_2020-06-08_inbound_0,490002083A,2020-06-08 22:53:55,2020-06-08 22:52:49.986,inbound
7277_490006614S_2020-06-08_outbound_8,490006614S,2020-06-08 22:53:06,2020-06-08 22:52:51.659,outbound
7275_490012633S_2020-06-08_outbound_5,490012633S,2020-06-08 22:57:08,2020-06-08 22:52:53.533,outbound
7336_490002061N_2020-06-08_inbound_5,490002061N,2020-06-08 23:01:26,2020-06-08 22:52:55.818,inbound
7440_490007626B_2020-06-08_inbound_3,490007626B,2020-06-08 23:18:54,2020-06-08 22:52:57.284,inbound
7275_490008277W_2020-06-08_outbound_5,490008277W,2020-06-08 22:52:41,2020-06-08 22:52:59.709,outbound
7440_490008757N_2020-06-08_inbound_5,490008757N,2020-06-08 22:56:19,2020-06-08 22:53:01.22,inbound
7275_490004584N_2020-06-08_outbound_5,490004584N,2020-06-08 23:02:53,2020-06-08 22:53:02.584,outbound
7275_490012181N_2020-06-08_outbound_5,490012181N,2020-06-08 23:11:11,2020-06-08 22:53:04.204,outbound
