vehicle_id,bus_stop_id,time_of_arrival,time_of_req,direction
5663_490G000925_2020-05-20_inbound_3,490G000925,2020-05-20 16:19:08,2020-05-20 16:13:48.707,inbound
5661_490009645W_2020-05-20_inbound_4,490009645W,2020-05-20 16:22:35,2020-05-20 16:20:20.419,inbound
7275_490012569E_2020-05-20_outbound_5,490012569E,2020-05-20 16:24:24,2020-05-20 15:56:48.483,outbound
6892_490011031S_2020-05-20_inbound_5,490011031S,2020-05-20 16:23:25,2020-05-20 16:20:34.235,inbound
5663_490012633S_2020-05-20_inbound_2,490012633S,2020-05-20 16:21:38,2020-05-20 16:13:34.509,inbound
5661_490010068N_2020-05-20_inbound_5,490010068N,2020-05-20 16:20:28,2020-05-20 16:13:42.051,inbound
5798_490000038F_2020-05-20_inbound_5,490000038F,2020-05-20 16:29:18,2020-05-20 16:20:25.45,inbound
5663_490011823S_2020-05-20_inbound_2,490011823S,2020-05-20 16:25:36,2020-05-20 16:13:42.547,inbound
6891_490000038F_2020-05-20_outbound_3,490000038F,2020-05-20 16:17:05,2020-05-20 16:13:33.685,outbound
6891_490002083A_2020-05-20_outbound_3,490002083A,2020-05-20 16:11:11,2020-05-20 16:02:44.409,outbound
7335_490003783S_2020-05-20_outbound_6,490003783S,2020-05-20 16:16:25,2020-05-20 16:13:20.904,outbound
7335_490004584N_2020-05-20_outbound_6,490004584N,2020-05-20 16:20:43,2020-05-20 16:13:36.603,outbound
6892_490003602N_2020-05-20_inbound_6,490003602N,2020-05-20 16:09:29,2020-05-20 15:41:05.908,inbound
6891_490003602N_2020-05-20_outbound_3,490003602N,2020-05-20 16:21:05,2020-05-20 16:13:18.388,outbound
6891_490013550E_2020-05-20_outbound_2,490013550E,2020-05-20 16:25:00,2020-05-20 16:20:34.668,outbound
6888_490012633S_2020-05-20_outbound_4,490012633S,2020-05-20 16:15:48,2020-05-20 16:13:28.838,outbound
6891_490007774N_2020-05-20_outbound_3,490007774N,2020-05-20 16:22:19,2020-05-20 16:03:06.271,outbound
5663_490013846N_2020-05-20_inbound_3,490013846N,2020-05-20 16:15:02,2020-05-20 16:13:47.875,inbound
6892_490000038J_2020-05-20_inbound_5,490000038J,2020-05-20 16:14:45,2020-05-20 15:50:13.92,inbound
6888_490011653S_2020-05-20_outbound_4,490011653S,2020-05-20 16:14:39,2020-05-20 16:13:17.967,outbound
5661_490006025N_2020-05-20_inbound_5,490006025N,2020-05-20 16:17:29,2020-05-20 15:50:25.879,inbound
5798_490002061N_2020-05-20_inbound_6,490002061N,2020-05-20 16:20:26,2020-05-20 16:20:40.235,inbound
5451_490015151H_2020-05-20_outbound_3,490015151H,2020-05-20 16:21:23,2020-05-20 16:13:37.433,outbound
5661_490010554S2_2020-05-20_inbound_5,490010554S2,2020-05-20 16:15:19,2020-05-20 16:13:49.129,inbound
5494_490006025N_2020-05-20_outbound_4,490006025N,2020-05-20 16:24:25,2020-05-20 16:13:36.186,outbound
5798_490003602N_2020-05-20_inbound_4,490003602N,2020-05-20 16:26:16,2020-05-20 16:20:20.845,inbound
6893_490009645W_2020-05-20_outbound_4,490009645W,2020-05-20 16:24:54,2020-05-20 16:20:28.043,outbound
5663_490010068N_2020-05-20_inbound_2,490010068N,2020-05-20 16:27:12,2020-05-20 16:13:42.051,inbound
7335_490011031S_2020-05-20_outbound_6,490011031S,2020-05-20 16:21:14,2020-05-20 16:20:33.798,outbound
5663_490002083A_2020-05-20_inbound_3,490002083A,2020-05-20 16:11:18,2020-05-20 15:56:56.737,inbound
5663_490011878N_2020-05-20_inbound_2,490011878N,2020-05-20 16:11:38,2020-05-20 15:57:12.814,inbound
6891_490002061B_2020-05-20_outbound_3,490002061B,2020-05-20 16:23:45,2020-05-20 16:01:24.968,outbound
6893_490009644G_2020-05-20_outbound_4,490009644G,2020-05-20 16:18:13,2020-05-20 15:50:15.847,outbound
5451_490011653S_2020-05-20_outbound_3,490011653S,2020-05-20 16:20:51,2020-05-20 16:20:26.36,outbound
5661_490003352S_2020-05-20_inbound_5,490003352S,2020-05-20 16:13:49,2020-05-20 15:50:26.342,inbound
5451_490000146B_2020-05-20_outbound_3,490000146B,2020-05-20 16:25:17,2020-05-20 16:20:40.849,outbound
6888_490014483E_2020-05-20_outbound_4,490014483E,2020-05-20 16:27:29,2020-05-20 16:13:44.285,outbound
5661_490014373LC_2020-05-20_inbound_4,490014373LC,2020-05-20 16:23:47,2020-05-20 16:20:22.903,inbound
7275_490005945G_2020-05-20_outbound_5,490005945G,2020-05-20 16:21:28,2020-05-20 15:56:50.077,outbound
6892_490012881S_2020-05-20_inbound_5,490012881S,2020-05-20 16:24:14,2020-05-20 16:20:36.97,inbound
5798_490008757N_2020-05-20_inbound_6,490008757N,2020-05-20 16:21:31,2020-05-20 16:13:35.37,inbound
5661_490007626B_2020-05-20_inbound_4,490007626B,2020-05-20 16:26:46,2020-05-20 16:20:42.089,inbound
7335_490006614S_2020-05-20_outbound_6,490006614S,2020-05-20 16:15:49,2020-05-20 16:13:27.589,outbound
6888_490003352S_2020-05-20_outbound_4,490003352S,2020-05-20 16:15:48,2020-05-20 16:11:05.806,outbound
6891_490006092S_2020-05-20_outbound_3,490006092S,2020-05-20 16:22:23,2020-05-20 16:20:27.61,outbound
6893_490005945K_2020-05-20_outbound_5,490005945K,2020-05-20 16:12:30,2020-05-20 15:43:28.934,outbound
5798_490008507S_2020-05-20_outbound_5,490008507S,2020-05-20 16:14:13,2020-05-20 16:13:30.355,outbound
5451_490006025N_2020-05-20_outbound_3,490006025N,2020-05-20 16:13:24,2020-05-20 16:13:36.186,outbound
5661_490G000925_2020-05-20_inbound_5,490G000925,2020-05-20 16:12:00,2020-05-20 16:05:23.479,inbound
5451_490003352S_2020-05-20_outbound_3,490003352S,2020-05-20 16:22:28,2020-05-20 16:20:22.079,outbound
5663_490003352S_2020-05-20_inbound_2,490003352S,2020-05-20 16:20:14,2020-05-20 16:13:23.013,inbound
6892_490014457B_2020-05-20_inbound_6,490014457B,2020-05-20 16:16:40,2020-05-20 15:50:36.951,inbound
5494_490014374N_2020-05-20_outbound_4,490014374N,2020-05-20 16:19:33,2020-05-20 16:13:39.922,outbound
5798_490012181N_2020-05-20_inbound_5,490012181N,2020-05-20 16:26:03,2020-05-20 16:20:29.939,inbound
5494_490012633S_2020-05-20_outbound_3,490012633S,2020-05-20 16:29:40,2020-05-20 16:13:28.838,outbound
5451_490004584N_2020-05-20_outbound_3,490004584N,2020-05-20 16:27:47,2020-05-20 16:13:36.603,outbound
6892_490013846N_2020-05-20_inbound_5,490013846N,2020-05-20 16:24:05,2020-05-20 15:57:22.889,inbound
6892_490013517S_2020-05-20_inbound_5,490013517S,2020-05-20 16:28:01,2020-05-20 16:13:47.484,inbound
6891_490004584N_2020-05-20_outbound_3,490004584N,2020-05-20 16:09:12,2020-05-20 16:03:01.94,outbound
5798_490007774N_2020-05-20_outbound_5,490007774N,2020-05-20 16:11:58,2020-05-20 15:53:10.068,outbound
6892_490005323N_2020-05-20_inbound_6,490005323N,2020-05-20 16:10:55,2020-05-20 15:43:30.063,inbound
6888_490000146B_2020-05-20_outbound_4,490000146B,2020-05-20 16:20:57,2020-05-20 16:20:40.849,outbound
5661_490006614S_2020-05-20_inbound_5,490006614S,2020-05-20 16:09:48,2020-05-20 16:03:02.4,inbound
7335_490014483E_2020-05-20_outbound_6,490014483E,2020-05-20 16:22:54,2020-05-20 16:13:44.285,outbound
5798_490007774N_2020-05-20_inbound_4,490007774N,2020-05-20 16:23:08,2020-05-20 16:20:22.501,inbound
6893_490012569E_2020-05-20_outbound_5,490012569E,2020-05-20 16:14:13,2020-05-20 15:50:21.873,outbound
5494_490012255S_2020-05-20_outbound_4,490012255S,2020-05-20 16:20:59,2020-05-20 16:13:23.435,outbound
7335_490005323N_2020-05-20_outbound_6,490005323N,2020-05-20 16:29:43,2020-05-20 16:20:43.313,outbound
5798_490009924S_2020-05-20_inbound_6,490009924S,2020-05-20 16:18:15,2020-05-20 16:13:40.344,inbound
5661_490008277W_2020-05-20_inbound_4,490008277W,2020-05-20 16:21:17,2020-05-20 16:20:24.169,inbound
6891_490008507N2_2020-05-20_inbound_2,490008507N2,2020-05-20 16:29:36,2020-05-20 16:13:21.744,inbound
6891_490008507S_2020-05-20_outbound_3,490008507S,2020-05-20 16:28:26,2020-05-20 16:20:39.08,outbound
6892_490006614S_2020-05-20_inbound_5,490006614S,2020-05-20 16:25:05,2020-05-20 15:57:14.068,inbound
5663_490010554S2_2020-05-20_inbound_2,490010554S2,2020-05-20 16:22:44,2020-05-20 16:13:49.129,inbound
6893_490007535S_2020-05-20_outbound_4,490007535S,2020-05-20 16:27:51,2020-05-20 16:20:30.778,outbound
6892_490G000925_2020-05-20_inbound_5,490G000925,2020-05-20 16:28:03,2020-05-20 16:01:25.391,inbound
5663_490014374N_2020-05-20_inbound_2,490014374N,2020-05-20 16:26:55,2020-05-20 16:20:25.876,inbound
7335_490015151H_2020-05-20_outbound_6,490015151H,2020-05-20 16:09:41,2020-05-20 16:03:02.822,outbound
5798_490008757S_2020-05-20_outbound_5,490008757S,2020-05-20 16:09:49,2020-05-20 15:50:36.056,outbound
6888_490013517S_2020-05-20_outbound_4,490013517S,2020-05-20 16:16:54,2020-05-20 16:13:43.797,outbound
7335_490009159S_2020-05-20_outbound_6,490009159S,2020-05-20 16:23:50,2020-05-20 16:20:23.329,outbound
6893_490005945G_2020-05-20_outbound_5,490005945G,2020-05-20 16:11:28,2020-05-20 15:43:24.995,outbound
6891_490009545S_2020-05-20_outbound_3,490009545S,2020-05-20 16:20:25,2020-05-20 16:20:33.371,outbound
5663_490004584N_2020-05-20_inbound_3,490004584N,2020-05-20 16:14:14,2020-05-20 16:01:06.314,inbound
6891_490008757S_2020-05-20_outbound_3,490008757S,2020-05-20 16:23:31,2020-05-20 16:20:41.485,outbound
6888_490015151H_2020-05-20_outbound_4,490015151H,2020-05-20 16:18:32,2020-05-20 16:13:37.433,outbound
6892_490014483E_2020-05-20_inbound_6,490014483E,2020-05-20 16:16:04,2020-05-20 16:02:37.019,inbound
6888_490009159S_2020-05-20_outbound_4,490009159S,2020-05-20 16:28:02,2020-05-20 16:20:23.329,outbound
5494_490009645W_2020-05-20_outbound_4,490009645W,2020-05-20 16:16:49,2020-05-20 16:13:19.652,outbound
5494_490008277W_2020-05-20_outbound_4,490008277W,2020-05-20 16:18:09,2020-05-20 16:13:34.087,outbound
5661_490011823S_2020-05-20_inbound_5,490011823S,2020-05-20 16:18:13,2020-05-20 16:13:42.547,inbound
7275_490010160E1_2020-05-20_outbound_5,490010160E1,2020-05-20 16:25:11,2020-05-20 15:56:45.96,outbound
7275_490005945K_2020-05-20_outbound_5,490005945K,2020-05-20 16:22:41,2020-05-20 15:56:53.878,outbound
6891_490002061N_2020-05-20_inbound_2,490002061N,2020-05-20 16:30:32,2020-05-20 16:13:30.747,inbound
5798_490006092S_2020-05-20_inbound_6,490006092S,2020-05-20 16:22:27,2020-05-20 16:13:38.269,inbound
5663_490006025N_2020-05-20_inbound_2,490006025N,2020-05-20 16:23:39,2020-05-20 16:20:31.189,inbound
5661_490010161E_2020-05-20_inbound_4,490010161E,2020-05-20 16:28:57,2020-05-20 16:20:37.391,inbound
5663_490009645W_2020-05-20_inbound_2,490009645W,2020-05-20 16:28:54,2020-05-20 16:20:20.419,inbound
6888_490000038F_2020-05-20_outbound_4,490000038F,2020-05-20 16:31:28,2020-05-20 16:20:25.45,outbound
6892_490006025N_2020-05-20_inbound_5,490006025N,2020-05-20 16:32:23,2020-05-20 16:13:22.558,inbound
6891_490009924S_2020-05-20_inbound_2,490009924S,2020-05-20 16:31:54,2020-05-20 16:13:40.344,inbound
5661_490010160E1_2020-05-20_inbound_4,490010160E1,2020-05-20 16:31:47,2020-05-20 16:03:04.144,inbound
6888_490000038J_2020-05-20_outbound_4,490000038J,2020-05-20 16:31:47,2020-05-20 16:20:19.985,outbound
5661_490009644E_2020-05-20_inbound_4,490009644E,2020-05-20 16:31:06,2020-05-20 16:01:20.649,inbound
6891_490012438S_2020-05-20_inbound_2,490012438S,2020-05-20 16:32:49,2020-05-20 16:03:04.612,inbound
6140_490005945G_2020-05-20_outbound_2,490005945G,2020-05-20 16:31:28,2020-05-20 16:02:43.984,outbound
5661_490012569E_2020-05-20_inbound_4,490012569E,2020-05-20 16:32:40,2020-05-20 16:03:06.738,inbound
6891_490008757N_2020-05-20_inbound_2,490008757N,2020-05-20 16:33:05,2020-05-20 16:13:35.37,inbound
6140_490005945K_2020-05-20_outbound_2,490005945K,2020-05-20 16:32:41,2020-05-20 16:02:48.452,outbound
5663_490012462N_2020-05-20_inbound_2,490012462N,2020-05-20 16:31:32,2020-05-20 16:20:38.251,inbound
7335_490003602N_2020-05-20_outbound_6,490003602N,2020-05-20 16:32:24,2020-05-20 16:20:26.778,outbound
5451_490009159S_2020-05-20_outbound_2,490009159S,2020-05-20 16:31:45,2020-05-20 16:20:23.329,outbound
5451_490002083A_2020-05-20_outbound_2,490002083A,2020-05-20 16:32:34,2020-05-20 16:20:29.094,outbound
6891_490013550W_2020-05-20_inbound_2,490013550W,2020-05-20 16:33:08,2020-05-20 16:13:46.598,inbound
6891_490007774N_2020-05-20_inbound_2,490007774N,2020-05-20 16:32:05,2020-05-20 16:11:06.228,inbound
5663_490014373LC_2020-05-20_inbound_2,490014373LC,2020-05-20 16:31:23,2020-05-20 16:20:22.903,inbound
7335_490009545S_2020-05-20_outbound_6,490009545S,2020-05-20 16:31:34,2020-05-20 16:20:33.371,outbound
6892_490010554S2_2020-05-20_inbound_5,490010554S2,2020-05-20 16:31:33,2020-05-20 16:13:49.129,inbound
7335_490006092S_2020-05-20_outbound_6,490006092S,2020-05-20 16:33:56,2020-05-20 16:20:27.61,outbound
6892_490011823S_2020-05-20_inbound_5,490011823S,2020-05-20 16:34:09,2020-05-20 16:13:42.547,inbound
6140_490012569E_2020-05-20_outbound_2,490012569E,2020-05-20 16:34:24,2020-05-20 16:13:18.804,outbound
6891_490006092S_2020-05-20_inbound_2,490006092S,2020-05-20 16:33:45,2020-05-20 16:13:38.269,inbound
7275_490009645W_2020-05-20_outbound_5,490009645W,2020-05-20 16:34:15,2020-05-20 16:13:19.652,outbound
5663_490007626B_2020-05-20_inbound_2,490007626B,2020-05-20 16:34:23,2020-05-20 16:13:32.009,inbound
6893_490006025N_2020-05-20_outbound_4,490006025N,2020-05-20 16:35:50,2020-05-20 16:35:46.585,outbound
6888_490005323N_2020-05-20_outbound_4,490005323N,2020-05-20 16:35:15,2020-05-20 16:20:43.313,outbound
6888_490009545S_2020-05-20_outbound_3,490009545S,2020-05-20 16:35:52,2020-05-20 16:20:33.371,outbound
6140_490010161E_2020-05-20_outbound_2,490010161E,2020-05-20 16:36:02,2020-05-20 16:08:51.857,outbound
7275_490008277W_2020-05-20_outbound_5,490008277W,2020-05-20 16:36:40,2020-05-20 16:35:43.872,outbound
5661_490005945G_2020-05-20_inbound_4,490005945G,2020-05-20 16:35:30,2020-05-20 16:08:52.27,inbound
5663_490010161E_2020-05-20_inbound_2,490010161E,2020-05-20 16:36:43,2020-05-20 16:13:28.419,inbound
5663_490010160E1_2020-05-20_inbound_2,490010160E1,2020-05-20 16:36:44,2020-05-20 16:35:51.481,inbound
6888_490003602N_2020-05-20_outbound_3,490003602N,2020-05-20 16:36:27,2020-05-20 16:20:26.778,outbound
6140_490010160E1_2020-05-20_outbound_2,490010160E1,2020-05-20 16:35:11,2020-05-20 16:13:16.207,outbound
7335_490012181N_2020-05-20_outbound_6,490012181N,2020-05-20 16:35:54,2020-05-20 16:35:50.238,outbound
5661_490006929D_2020-05-20_inbound_4,490006929D,2020-05-20 16:36:19,2020-05-20 16:13:29.855,inbound
5663_490009644E_2020-05-20_inbound_2,490009644E,2020-05-20 16:35:52,2020-05-20 16:13:41.629,inbound
7335_490002061N_2020-05-20_outbound_6,490002061N,2020-05-20 16:42:21,2020-05-20 16:39:28.29,outbound
6893_490011653S_2020-05-20_outbound_4,490011653S,2020-05-20 16:39:15,2020-05-20 16:39:30.774,outbound
7275_490011823S_2020-05-20_outbound_5,490011823S,2020-05-20 16:40:48,2020-05-20 16:39:40.047,outbound
7335_490008507S_2020-05-20_outbound_6,490008507S,2020-05-20 16:43:06,2020-05-20 16:37:55.741,outbound
6891_490009545N_2020-05-20_inbound_2,490009545N,2020-05-20 16:38:19,2020-05-20 16:37:59.091,inbound
6893_490015151H_2020-05-20_outbound_4,490015151H,2020-05-20 16:42:51,2020-05-20 16:39:50.578,outbound
6892_490010068N_2020-05-20_inbound_5,490010068N,2020-05-20 16:36:56,2020-05-20 16:35:55.709,inbound
6888_490007774N_2020-05-20_outbound_3,490007774N,2020-05-20 16:39:42,2020-05-20 16:39:54.293,outbound
5451_490000038J_2020-05-20_outbound_2,490000038J,2020-05-20 16:41:29,2020-05-20 16:37:37.34,outbound
6888_490002061N_2020-05-20_outbound_3,490002061N,2020-05-20 16:42:22,2020-05-20 16:39:28.29,outbound
5451_490003602N_2020-05-20_outbound_2,490003602N,2020-05-20 16:45:00,2020-05-20 16:41:20.499,outbound
5798_490004584N_2020-05-20_inbound_5,490004584N,2020-05-20 16:42:37,2020-05-20 16:37:53.117,inbound
6888_490008507S_2020-05-20_outbound_3,490008507S,2020-05-20 16:43:25,2020-05-20 16:39:43.466,outbound
5663_490005945G_2020-05-20_inbound_2,490005945G,2020-05-20 16:40:58,2020-05-20 16:37:36.483,inbound
7335_490007774N_2020-05-20_outbound_6,490007774N,2020-05-20 16:39:41,2020-05-20 16:39:54.293,outbound
5451_490000038F_2020-05-20_outbound_2,490000038F,2020-05-20 16:42:04,2020-05-20 16:39:46.832,outbound
7275_490012255S_2020-05-20_outbound_5,490012255S,2020-05-20 16:39:24,2020-05-20 16:39:36.489,outbound
5798_490012881S_2020-05-20_inbound_5,490012881S,2020-05-20 16:44:17,2020-05-20 16:39:41.411,inbound
6893_490013517S_2020-05-20_outbound_4,490013517S,2020-05-20 16:41:30,2020-05-20 16:39:56.402,outbound
7335_490008757S_2020-05-20_outbound_6,490008757S,2020-05-20 16:37:30,2020-05-20 16:37:56.966,outbound
5494_490000146B_2020-05-20_outbound_3,490000146B,2020-05-20 16:42:22,2020-05-20 16:41:33.577,outbound
6891_490003602N_2020-05-20_inbound_2,490003602N,2020-05-20 16:37:12,2020-05-20 16:37:38.211,inbound
6892_490008277W_2020-05-20_inbound_5,490008277W,2020-05-20 16:38:40,2020-05-20 16:37:41.743,inbound
6891_490005323N_2020-05-20_inbound_2,490005323N,2020-05-20 16:38:50,2020-05-20 16:37:50.065,inbound
6893_490000146B_2020-05-20_outbound_4,490000146B,2020-05-20 16:43:59,2020-05-20 16:39:44.317,outbound
6891_490014483E_2020-05-20_inbound_2,490014483E,2020-05-20 16:44:23,2020-05-20 16:41:14.968,inbound
6891_490000038J_2020-05-20_inbound_2,490000038J,2020-05-20 16:42:58,2020-05-20 16:41:10.728,inbound
7335_490013550E_2020-05-20_outbound_5,490013550E,2020-05-20 16:40:01,2020-05-20 16:39:39.145,outbound
7335_490012438S_2020-05-20_outbound_6,490012438S,2020-05-20 16:37:54,2020-05-20 16:35:44.878,outbound
5798_490014483E_2020-05-20_inbound_5,490014483E,2020-05-20 16:38:07,2020-05-20 16:37:38.717,inbound
6888_490008757S_2020-05-20_outbound_3,490008757S,2020-05-20 16:39:04,2020-05-20 16:37:56.966,outbound
5494_490013517S_2020-05-20_outbound_4,490013517S,2020-05-20 16:38:02,2020-05-20 16:38:10.349,outbound
6140_490009644G_2020-05-20_outbound_2,490009644G,2020-05-20 16:37:56,2020-05-20 16:37:39.124,outbound
5451_490009545S_2020-05-20_outbound_2,490009545S,2020-05-20 16:44:24,2020-05-20 16:37:50.514,outbound
6893_490012633S_2020-05-20_outbound_4,490012633S,2020-05-20 16:40:03,2020-05-20 16:39:42.239,outbound
7275_490014374N_2020-05-20_outbound_5,490014374N,2020-05-20 16:38:06,2020-05-20 16:35:53.184,outbound
6140_490009645W_2020-05-20_outbound_2,490009645W,2020-05-20 16:43:05,2020-05-20 16:39:32.502,outbound
6891_490014457B_2020-05-20_inbound_2,490014457B,2020-05-20 16:44:42,2020-05-20 16:41:34.853,inbound
7335_490006345E_2020-05-20_outbound_6,490006345E,2020-05-20 16:40:43,2020-05-20 16:39:57.254,outbound
6888_490006092S_2020-05-20_outbound_3,490006092S,2020-05-20 16:38:50,2020-05-20 16:37:45.075,outbound
5451_490014483E_2020-05-20_outbound_2,490014483E,2020-05-20 16:42:35,2020-05-20 16:41:42.04,outbound
6888_490006345E_2020-05-20_outbound_3,490006345E,2020-05-20 16:40:44,2020-05-20 16:39:57.254,outbound
6893_490003352S_2020-05-20_outbound_4,490003352S,2020-05-20 16:40:56,2020-05-20 16:41:15.827,outbound
6140_490007626B_2020-05-20_outbound_2,490007626B,2020-05-20 16:39:53,2020-05-20 16:39:29.533,outbound
5798_490011878N_2020-05-20_inbound_5,490011878N,2020-05-20 16:41:07,2020-05-20 16:38:02.498,inbound
6892_490009645W_2020-05-20_inbound_5,490009645W,2020-05-20 16:39:33,2020-05-20 16:37:37.79,inbound
6888_490012438S_2020-05-20_outbound_3,490012438S,2020-05-20 16:39:26,2020-05-20 16:38:01.696,outbound
6888_490013550E_2020-05-20_outbound_3,490013550E,2020-05-20 16:40:02,2020-05-20 16:39:39.145,outbound
6891_490000038F_2020-05-20_inbound_2,490000038F,2020-05-20 16:43:39,2020-05-20 16:41:36.092,inbound
6891_490012181N_2020-05-20_inbound_2,490012181N,2020-05-20 16:37:36,2020-05-20 16:20:29.939,inbound
5798_490011031S_2020-05-20_inbound_5,490011031S,2020-05-20 16:43:29,2020-05-20 16:37:51.331,inbound
6892_490012462N_2020-05-20_inbound_5,490012462N,2020-05-20 16:42:04,2020-05-20 16:37:54.858,inbound
6892_490007626B_2020-05-20_inbound_5,490007626B,2020-05-20 16:44:21,2020-05-20 16:41:34.462,inbound
7275_490006025N_2020-05-20_outbound_5,490006025N,2020-05-20 16:42:50,2020-05-20 16:41:38.561,outbound
6140_490008277W_2020-05-20_outbound_2,490008277W,2020-05-20 16:44:45,2020-05-20 16:41:36.499,outbound
5494_490015151H_2020-05-20_outbound_3,490015151H,2020-05-20 16:39:22,2020-05-20 16:38:04.196,outbound
5494_490006614S_2020-05-20_outbound_3,490006614S,2020-05-20 16:43:52,2020-05-20 16:41:30.141,outbound
7335_490002061B_2020-05-20_outbound_6,490002061B,2020-05-20 16:41:39,2020-05-20 16:39:59.946,outbound
5798_490014457B_2020-05-20_inbound_5,490014457B,2020-05-20 16:38:45,2020-05-20 16:37:57.977,inbound
5663_490012569E_2020-05-20_inbound_2,490012569E,2020-05-20 16:37:02,2020-05-20 16:35:54.7,inbound
5798_490013846N_2020-05-20_inbound_5,490013846N,2020-05-20 16:45:04,2020-05-20 16:36:01.066,inbound
6888_490012181N_2020-05-20_outbound_3,490012181N,2020-05-20 16:38:07,2020-05-20 16:35:50.238,outbound
6892_490014373LC_2020-05-20_inbound_5,490014373LC,2020-05-20 16:41:40,2020-05-20 16:41:16.65,inbound
6892_490014374N_2020-05-20_inbound_5,490014374N,2020-05-20 16:37:50,2020-05-20 16:37:43.405,inbound
7275_490007535S_2020-05-20_outbound_5,490007535S,2020-05-20 16:38:42,2020-05-20 16:37:48.04,outbound
5798_490002083A_2020-05-20_inbound_5,490002083A,2020-05-20 16:40:40,2020-05-20 16:37:52.248,inbound
5663_490006929D_2020-05-20_inbound_2,490006929D,2020-05-20 16:42:10,2020-05-20 16:41:32.322,inbound
5451_490005323N_2020-05-20_outbound_2,490005323N,2020-05-20 16:43:37,2020-05-20 16:41:35.257,outbound
6888_490002061B_2020-05-20_outbound_3,490002061B,2020-05-20 16:41:40,2020-05-20 16:39:59.946,outbound
6140_490014374N_2020-05-20_outbound_2,490014374N,2020-05-20 16:45:04,2020-05-20 16:38:06.774,outbound
5494_490012881S_2020-05-20_outbound_3,490012881S,2020-05-20 16:46:25,2020-05-20 16:45:07.222,outbound
6888_490014457B_2020-05-20_inbound_4,490014457B,2020-05-20 17:02:09,2020-05-20 16:37:57.977,inbound
5798_490G000925_2020-05-20_inbound_5,490G000925,2020-05-20 16:49:01,2020-05-20 16:40:00.427,inbound
6893_490012881S_2020-05-20_outbound_4,490012881S,2020-05-20 16:47:19,2020-05-20 16:45:07.222,outbound
6893_490009159S_2020-05-20_outbound_4,490009159S,2020-05-20 16:50:50,2020-05-20 16:37:40.873,outbound
5661_490007535S_2020-05-20_outbound_5,490007535S,2020-05-20 17:05:51,2020-05-20 16:39:35.049,outbound
6140_490007535S_2020-05-20_outbound_2,490007535S,2020-05-20 16:46:11,2020-05-20 16:45:19.897,outbound
6892_490010161E_2020-05-20_inbound_5,490010161E,2020-05-20 16:46:52,2020-05-20 16:45:26.308,inbound
6891_490012633S_2020-05-20_inbound_3,490012633S,2020-05-20 16:58:54,2020-05-20 16:35:44.356,inbound
6893_490004584N_2020-05-20_outbound_4,490004584N,2020-05-20 16:48:47,2020-05-20 16:47:42.997,outbound
5451_490006092S_2020-05-20_inbound_3,490006092S,2020-05-20 17:00:18,2020-05-20 16:35:50.85,inbound
5451_490009924S_2020-05-20_inbound_3,490009924S,2020-05-20 16:55:56,2020-05-20 16:49:57.244,inbound
5798_490011823S_2020-05-20_inbound_5,490011823S,2020-05-20 16:55:17,2020-05-20 16:50:00.263,inbound
6893_490006345E_2020-05-20_outbound_5,490006345E,2020-05-20 17:06:27,2020-05-20 16:39:57.254,outbound
6891_490010554S2_2020-05-20_inbound_3,490010554S2,2020-05-20 17:00:54,2020-05-20 16:36:03.34,inbound
7275_490012881S_2020-05-20_outbound_5,490012881S,2020-05-20 16:56:52,2020-05-20 16:53:21.552,outbound
6888_490000038J_2020-05-20_inbound_4,490000038J,2020-05-20 17:01:51,2020-05-20 16:53:23.208,inbound
5798_490014373LC_2020-05-20_inbound_6,490014373LC,2020-05-20 17:02:56,2020-05-20 16:53:26.083,inbound
6893_490000038F_2020-05-20_outbound_4,490000038F,2020-05-20 16:56:26,2020-05-20 16:47:39.333,outbound
5661_490012569E_2020-05-20_outbound_5,490012569E,2020-05-20 16:54:23,2020-05-20 16:37:44.655,outbound
6140_490003783S_2020-05-20_outbound_3,490003783S,2020-05-20 17:01:03,2020-05-20 16:37:46.775,outbound
5451_490005323N_2020-05-20_inbound_3,490005323N,2020-05-20 17:02:49,2020-05-20 16:37:50.065,inbound
6893_490013550E_2020-05-20_outbound_5,490013550E,2020-05-20 17:02:23,2020-05-20 16:37:51.794,outbound
6892_490006929D_2020-05-20_inbound_6,490006929D,2020-05-20 16:52:27,2020-05-20 16:37:55.321,inbound
5451_490012181N_2020-05-20_outbound_2,490012181N,2020-05-20 16:45:40,2020-05-20 16:41:40.313,outbound
5451_490002061N_2020-05-20_outbound_2,490002061N,2020-05-20 16:50:26,2020-05-20 16:45:13.088,outbound
5798_490006025N_2020-05-20_inbound_5,490006025N,2020-05-20 16:53:35,2020-05-20 16:45:20.316,inbound
7275_490012633S_2020-05-20_outbound_5,490012633S,2020-05-20 16:46:33,2020-05-20 16:45:26.808,outbound
5494_490012438S_2020-05-20_outbound_3,490012438S,2020-05-20 17:02:28,2020-05-20 16:47:41.352,outbound
7275_490004584N_2020-05-20_outbound_6,490004584N,2020-05-20 16:57:23,2020-05-20 16:47:42.997,outbound
6888_490006092S_2020-05-20_inbound_4,490006092S,2020-05-20 16:52:38,2020-05-20 16:35:50.85,inbound
6888_490009924S_2020-05-20_inbound_3,490009924S,2020-05-20 16:49:43,2020-05-20 16:49:57.244,inbound
6891_490011823S_2020-05-20_inbound_3,490011823S,2020-05-20 17:02:30,2020-05-20 16:35:56.325,inbound
