vehicle_id,bus_stop_name,expected_arrival,time_of_req,direction,arrived
10543_490014971D_2020-05-12_out_0,Wulfstan Street,2020-05-12 08:27:41,2020-05-12 08:27:31,out,1
10543_490000065C_2020-05-12_out_0,East Acton Station / Fitzneal Street,2020-05-12 08:26:54,2020-05-12 08:26:10,out,1
9890_490007420M_2020-05-12_in_0,Great Western Road,2020-05-12 08:27:36,2020-05-12 08:27:47,in,1
10543_490010398N_2020-05-12_out_0,North Pole Road,2020-05-12 08:31:39,2020-05-12 08:31:15,out,1
10543_490014869W_2020-05-12_out_0,Latymer Upper School / Playing Fields,2020-05-12 08:29:59,2020-05-12 08:27:53,out,1
9890_490011158E_2020-05-12_in_0,Powis Gardens,2020-05-12 08:28:24,2020-05-12 08:27:53,in,1
10543_490007707E_2020-05-12_out_0,Hammersmith Hospital,2020-05-12 08:29:05,2020-05-12 08:27:32,out,1
10432_490000144E_2020-05-12_in_0,Marble Arch / Edgware Road,2020-05-12 08:29:29,2020-05-12 08:27:38,in,1
10545_490014402E_2020-05-12_out_0,Chepstow Road / Westbourne Grove,2020-05-12 08:28:31,2020-05-12 08:27:43,out,1
9890_490011137E1_2020-05-12_in_0,Portobello Road,2020-05-12 08:28:54,2020-05-12 08:27:36,in,1
9890_490004699S_2020-05-12_in_0,Oxford Gardens,2020-05-12 08:31:36,2020-05-12 08:27:41,in,1
9890_490004702L_2020-05-12_in_0,Cambridge Gardens / Ladbroke Grove,2020-05-12 08:31:19,2020-05-12 08:27:30,in,1
9890_490000131A_2020-05-12_in_0,Ladbroke Grove Station,2020-05-12 08:30:55,2020-05-12 08:27:28,in,1
10545_490011119L_2020-05-12_out_0,Porchester Terrace North,2020-05-12 08:31:10,2020-05-12 08:31:23,out,1
10545_490011365F_2020-05-12_out_0,Queensway,2020-05-12 08:29:48,2020-05-12 08:08:45,out,1
19404_490015196OF_2020-05-12_out_0,Oxford Circus Station  / John Lewis,2020-05-12 08:28:55,2020-05-12 08:08:47,out,1
10543_490011962E_2020-05-12_out_0,North Pole Road / Scrubs Lane,2020-05-12 08:32:12,2020-05-12 08:31:22,out,1
10432_490007167N1_2020-05-12_in_0,Burwood Place,2020-05-12 08:32:18,2020-05-12 08:31:24,in,1
10545_490014406E1_2020-05-12_out_0,Bishops Bridge Road / Westbourne Terrace,2020-05-12 08:33:03,2020-05-12 08:33:01,out,1
10543_490008175W_2020-05-12_out_0,Highlever Road,2020-05-12 08:33:08,2020-05-12 08:31:33,out,1
10432_490013046N_2020-05-12_in_0,Sussex Gardens,2020-05-12 08:32:58,2020-05-12 08:32:53,in,1
10432_490012797N_2020-05-12_in_0,St Mary's Hospital,2020-05-12 08:34:12,2020-05-12 08:34:15,in,1
10543_490005936E_2020-05-12_out_0,Dalgarno Gardens,2020-05-12 08:33:41,2020-05-12 08:32:38,out,1
9890_490012646N_2020-05-12_in_0,St Charles Square,2020-05-12 08:33:15,2020-05-12 08:32:40,in,1
10543_490012645S_2020-05-12_out_0,St Charles Health & Wellbeing Centre,2020-05-12 08:34:26,2020-05-12 08:26:08,out,1
9890_490012645S_2020-05-12_in_0,St Charles Health & Wellbeing Centre,2020-05-12 08:34:11,2020-05-12 08:31:29,in,1
9890_490015456N_2020-05-12_in_0,Oakworth Road,2020-05-12 08:33:42,2020-05-12 08:32:46,in,1
9890_490008175W_2020-05-12_in_0,Highlever Road,2020-05-12 08:35:33,2020-05-12 08:27:41,in,1
10543_490012646N_2020-05-12_out_0,St Charles Square,2020-05-12 08:35:15,2020-05-12 08:31:28,out,1
9890_490005936E_2020-05-12_in_0,Dalgarno Gardens,2020-05-12 08:35:04,2020-05-12 08:27:46,in,1
10543_490004699S_2020-05-12_out_0,Oxford Gardens,2020-05-12 08:35:53,2020-05-12 08:27:27,out,1
10432_490001221F_2020-05-12_in_0,Paddington Station,2020-05-12 08:35:30,2020-05-12 08:34:17,in,1
9890_490010398N_2020-05-12_in_0,North Pole Road,2020-05-12 08:36:31,2020-05-12 08:08:41,in,1
10545_490012797N_2020-05-12_out_0,St Mary's Hospital,2020-05-12 08:37:18,2020-05-12 08:36:43,out,1
9890_490004895S_2020-05-12_in_0,Caverswall Street,2020-05-12 08:36:47,2020-05-12 08:31:33,in,1
10543_490004702L_2020-05-12_out_0,Cambridge Gardens / Ladbroke Grove,2020-05-12 08:36:58,2020-05-12 08:34:07,out,1
10545_490001221F_2020-05-12_out_0,Paddington Station,2020-05-12 08:36:51,2020-05-12 08:36:37,out,1
10432_490014406W_2020-05-12_in_0,Westbourne Terrace,2020-05-12 08:39:17,2020-05-12 08:39:24,in,1
19404_490000173OQ_2020-05-12_in_0,Oxford Circus Stn  / Harewood Place,2020-05-12 08:39:10,2020-05-12 08:10:12,in,1
9890_490007707E_2020-05-12_in_0,Hammersmith Hospital,2020-05-12 08:37:53,2020-05-12 08:38:02,in,1
11142_490006211B_2020-05-12_out_0,East Acton Station  / Erconwald Street,2020-05-12 08:38:22,2020-05-12 08:37:45,out,1
10545_490013046N_2020-05-12_out_0,Sussex Gardens,2020-05-12 08:38:47,2020-05-12 08:37:45,out,1
11142_490000065C_2020-05-12_out_0,East Acton Station / Fitzneal Street,2020-05-12 08:39:05,2020-05-12 08:37:53,out,1
10432_490006321D_2020-05-12_in_0,Paddington Stn / Eastbourne Terrace,2020-05-12 08:37:46,2020-05-12 08:37:48,in,1
9890_490014869W_2020-05-12_in_0,Latymer Upper School / Playing Fields,2020-05-12 08:38:01,2020-05-12 08:34:12,in,1
10543_490000131A_2020-05-12_out_0,Ladbroke Grove Station,2020-05-12 08:37:51,2020-05-12 08:34:08,out,1
19404_490010531OS_2020-05-12_in_0,New Bond Street,2020-05-12 08:40:48,2020-05-12 08:40:57,in,1
10543_490011137E1_2020-05-12_out_0,Portobello Road,2020-05-12 08:39:23,2020-05-12 08:31:13,out,1
10545_490007167V_2020-05-12_out_0,George Street,2020-05-12 08:39:43,2020-05-12 08:39:18,out,1
10543_490011158E_2020-05-12_out_0,Powis Gardens,2020-05-12 08:39:46,2020-05-12 08:31:13,out,1
11142_490014971D_2020-05-12_out_0,Wulfstan Street,2020-05-12 08:40:02,2020-05-12 08:37:48,out,1
10432_490007252W_2020-05-12_in_0,Gloucester Terrace,2020-05-12 08:40:48,2020-05-12 08:40:52,in,1
9890_490000065H_2020-05-12_in_0,East Acton Station,2020-05-12 08:40:16,2020-05-12 08:37:55,in,1
9890_490014971D_2020-05-12_in_0,Wulfstan Street,2020-05-12 08:39:45,2020-05-12 08:36:33,in,1
10543_490012948S_2020-05-12_out_0,St Stephens Gardens,2020-05-12 08:42:29,2020-05-12 08:42:15,out,1
10432_490011365G_2020-05-12_in_0,Westbourne Grove / Queensway,2020-05-12 08:42:33,2020-05-12 08:41:07,in,1
9890_490009299N_2020-05-12_in_0,Long Drive,2020-05-12 08:41:54,2020-05-12 08:37:55,in,1
11142_490007707E_2020-05-12_out_0,Hammersmith Hospital,2020-05-12 08:41:25,2020-05-12 08:37:49,out,1
9890_490013349A_2020-05-12_in_0,The Fairway,2020-05-12 08:41:27,2020-05-12 08:41:11,in,1
10545_490000144K_2020-05-12_out_0,Marble Arch Station,2020-05-12 08:41:21,2020-05-12 08:40:47,out,1
10545_490011985E_2020-05-12_out_0,Selfridges,2020-05-12 08:44:06,2020-05-12 08:43:51,out,1
10543_490014402E_2020-05-12_out_0,Chepstow Road / Westbourne Grove,2020-05-12 08:43:54,2020-05-12 08:42:33,out,1
11142_490011962E_2020-05-12_out_0,North Pole Road / Scrubs Lane,2020-05-12 08:43:13,2020-05-12 08:42:32,out,1
11142_490014869W_2020-05-12_out_0,Latymer Upper School / Playing Fields,2020-05-12 08:42:46,2020-05-12 08:38:09,out,1
19404_490000144K_2020-05-12_in_0,Marble Arch Station,2020-05-12 08:43:57,2020-05-12 08:41:05,in,1
11142_490010398N_2020-05-12_out_0,North Pole Road,2020-05-12 08:43:36,2020-05-12 08:37:52,out,1
9890_490015061O_2020-05-12_in_0,Brunel Road,2020-05-12 08:42:46,2020-05-12 08:42:45,in,1
19404_490000144E_2020-05-12_in_0,Marble Arch / Edgware Road,2020-05-12 08:45:45,2020-05-12 08:44:02,in,1
11142_490012645S_2020-05-12_out_0,St Charles Health & Wellbeing Centre,2020-05-12 08:45:03,2020-05-12 08:43:58,out,1
11142_490005936E_2020-05-12_out_0,Dalgarno Gardens,2020-05-12 08:44:14,2020-05-12 08:43:51,out,1
10432_490012948S_2020-05-12_in_0,St Stephens Gardens,2020-05-12 08:44:36,2020-05-12 08:44:00,in,1
10543_490011365F_2020-05-12_out_0,Queensway,2020-05-12 08:44:34,2020-05-12 08:36:40,out,1
10432_490007420M_2020-05-12_in_0,Great Western Road,2020-05-12 08:45:26,2020-05-12 08:39:31,in,1
11142_490008175W_2020-05-12_out_0,Highlever Road,2020-05-12 08:44:15,2020-05-12 08:42:43,out,1
10432_490014402A_2020-05-12_in_0,Artesian Road,2020-05-12 08:44:23,2020-05-12 08:41:03,in,1
10432_490011137E1_2020-05-12_in_0,Portobello Road,2020-05-12 08:47:17,2020-05-12 08:47:16,in,1
10432_490011158E_2020-05-12_in_0,Powis Gardens,2020-05-12 08:46:12,2020-05-12 08:39:37,in,1
10543_490011119L_2020-05-12_out_0,Porchester Terrace North,2020-05-12 08:46:00,2020-05-12 08:42:34,out,1
11142_490004699S_2020-05-12_out_0,Oxford Gardens,2020-05-12 08:47:17,2020-05-12 08:43:51,out,1
10545_490015196OF_2020-05-12_out_0,Oxford Circus Station  / John Lewis,2020-05-12 08:45:51,2020-05-12 08:44:18,out,1
19404_490007167N1_2020-05-12_in_0,Burwood Place,2020-05-12 08:46:53,2020-05-12 08:45:50,in,1
10540_490015061O_2020-05-12_out_0,Brunel Road,2020-05-12 08:47:20,2020-05-12 08:45:49,out,1
10540_490006211B_2020-05-12_out_0,East Acton Station  / Erconwald Street,2020-05-12 08:47:16,2020-05-12 08:47:08,out,1
10543_490014406E1_2020-05-12_out_0,Bishops Bridge Road / Westbourne Terrace,2020-05-12 08:46:48,2020-05-12 08:45:55,out,1
11142_490004702L_2020-05-12_out_0,Cambridge Gardens / Ladbroke Grove,2020-05-12 08:47:22,2020-05-12 08:47:10,out,1
11142_490012646N_2020-05-12_out_0,St Charles Square,2020-05-12 08:45:51,2020-05-12 08:44:12,out,1
19404_490013046N_2020-05-12_in_0,Sussex Gardens,2020-05-12 08:47:52,2020-05-12 08:45:47,in,1
10540_490014971D_2020-05-12_out_0,Wulfstan Street,2020-05-12 08:48:36,2020-05-12 08:48:48,out,1
19404_490012797N_2020-05-12_in_0,St Mary's Hospital,2020-05-12 08:48:49,2020-05-12 08:45:43,in,1
10540_490013349A_2020-05-12_out_0,The Fairway,2020-05-12 08:47:50,2020-05-12 08:45:52,out,1
10540_490000065C_2020-05-12_out_0,East Acton Station / Fitzneal Street,2020-05-12 08:47:56,2020-05-12 08:47:17,out,1
11142_490000131A_2020-05-12_out_0,Ladbroke Grove Station,2020-05-12 08:48:11,2020-05-12 08:47:10,out,1
10432_490000131A_2020-05-12_in_0,Ladbroke Grove Station,2020-05-12 08:49:22,2020-05-12 08:47:08,in,1
10432_490004702L_2020-05-12_in_0,Cambridge Gardens / Ladbroke Grove,2020-05-12 08:49:53,2020-05-12 08:42:13,in,1
19404_490001221F_2020-05-12_in_0,Paddington Station,2020-05-12 08:50:26,2020-05-12 08:50:28,in,1
10540_490007707E_2020-05-12_out_0,Hammersmith Hospital,2020-05-12 08:50:09,2020-05-12 08:47:12,out,1
11142_490011137E1_2020-05-12_out_0,Portobello Road,2020-05-12 08:49:33,2020-05-12 08:47:13,out,1
11142_490011158E_2020-05-12_out_0,Powis Gardens,2020-05-12 08:50:47,2020-05-12 08:50:22,out,1
10432_490004699S_2020-05-12_in_0,Oxford Gardens,2020-05-12 08:51:11,2020-05-12 08:50:30,in,1
10432_490012646N_2020-05-12_in_0,St Charles Square,2020-05-12 08:51:56,2020-05-12 08:48:45,in,1
19404_490006321D_2020-05-12_in_0,Paddington Stn / Eastbourne Terrace,2020-05-12 08:52:09,2020-05-12 08:51:54,in,1
10432_490015456N_2020-05-12_in_0,Oakworth Road,2020-05-12 08:52:24,2020-05-12 08:48:51,in,1
10540_490014869W_2020-05-12_out_0,Latymer Upper School / Playing Fields,2020-05-12 08:51:24,2020-05-12 08:50:41,out,1
10543_490001221F_2020-05-12_out_0,Paddington Station,2020-05-12 08:52:02,2020-05-12 08:52:21,out,1
10540_490010398N_2020-05-12_out_0,North Pole Road,2020-05-12 08:52:15,2020-05-12 08:47:15,out,1
10540_490011962E_2020-05-12_out_0,North Pole Road / Scrubs Lane,2020-05-12 08:52:49,2020-05-12 08:52:12,out,1
11142_490012948S_2020-05-12_out_0,St Stephens Gardens,2020-05-12 08:52:57,2020-05-12 08:50:20,out,1
10540_490008175W_2020-05-12_out_0,Highlever Road,2020-05-12 08:53:56,2020-05-12 08:54:09,out,1
10543_490012797N_2020-05-12_out_0,St Mary's Hospital,2020-05-12 08:52:53,2020-05-12 08:52:27,out,1
10432_490012645S_2020-05-12_in_0,St Charles Health & Wellbeing Centre,2020-05-12 08:53:18,2020-05-12 08:50:39,in,1
10543_490013046N_2020-05-12_out_0,Sussex Gardens,2020-05-12 08:54:55,2020-05-12 08:53:45,out,1
10540_490005936E_2020-05-12_out_0,Dalgarno Gardens,2020-05-12 08:55:00,2020-05-12 08:55:22,out,1
10543_490007167V_2020-05-12_out_0,George Street,2020-05-12 08:55:44,2020-05-12 08:55:30,out,1
10432_490008175W_2020-05-12_in_0,Highlever Road,2020-05-12 08:55:10,2020-05-12 08:55:36,in,1
19404_490014406W_2020-05-12_in_0,Westbourne Terrace,2020-05-12 08:54:06,2020-05-12 08:53:55,in,1
11142_490011365F_2020-05-12_out_0,Queensway,2020-05-12 08:55:40,2020-05-12 08:54:08,out,1
10432_490010398N_2020-05-12_in_0,North Pole Road,2020-05-12 08:55:36,2020-05-12 08:54:04,in,1
19404_490007252W_2020-05-12_in_0,Gloucester Terrace,2020-05-12 08:54:49,2020-05-12 08:53:51,in,1
10545_490010531OS_2020-05-12_in_0,New Bond Street,2020-05-12 08:54:50,2020-05-12 08:26:14,in,1
11142_490014402E_2020-05-12_out_0,Chepstow Road / Westbourne Grove,2020-05-12 08:54:53,2020-05-12 08:53:58,out,1
10432_490005936E_2020-05-12_in_0,Dalgarno Gardens,2020-05-12 08:54:12,2020-05-12 08:50:35,in,1
19404_490011365G_2020-05-12_in_0,Westbourne Grove / Queensway,2020-05-12 08:55:34,2020-05-12 08:52:23,in,1
10545_490000144K_2020-05-12_in_0,Marble Arch Station,2020-05-12 08:55:29,2020-05-12 08:54:05,in,1
10545_490000173OQ_2020-05-12_in_0,Oxford Circus Stn  / Harewood Place,2020-05-12 08:54:10,2020-05-12 08:24:59,in,1
10543_490000144K_2020-05-12_out_0,Marble Arch Station,2020-05-12 08:57:08,2020-05-12 08:57:01,out,1
10432_490004895S_2020-05-12_in_0,Caverswall Street,2020-05-12 08:56:40,2020-05-12 08:54:10,in,1
10540_490012645S_2020-05-12_out_0,St Charles Health & Wellbeing Centre,2020-05-12 08:55:46,2020-05-12 08:55:30,out,1
19404_490014402A_2020-05-12_in_0,Artesian Road,2020-05-12 08:56:55,2020-05-12 08:55:44,in,1
11142_490011119L_2020-05-12_out_0,Porchester Terrace North,2020-05-12 08:56:34,2020-05-12 08:53:59,out,1
10540_490012646N_2020-05-12_out_0,St Charles Square,2020-05-12 08:56:12,2020-05-12 08:54:04,out,1
10543_490011985E_2020-05-12_out_0,Selfridges,2020-05-12 08:58:42,2020-05-12 08:58:32,out,1
11142_490014406E1_2020-05-12_out_0,Bishops Bridge Road / Westbourne Terrace,2020-05-12 08:58:28,2020-05-12 08:55:46,out,1
10432_490014869W_2020-05-12_in_0,Latymer Upper School / Playing Fields,2020-05-12 08:58:23,2020-05-12 08:58:40,in,1
19404_490012948S_2020-05-12_in_0,St Stephens Gardens,2020-05-12 08:57:58,2020-05-12 08:52:01,in,1
10540_490004699S_2020-05-12_out_0,Oxford Gardens,2020-05-12 08:57:57,2020-05-12 08:56:57,out,1
10432_490007707E_2020-05-12_in_0,Hammersmith Hospital,2020-05-12 08:59:01,2020-05-12 08:55:41,in,1
19404_490007420M_2020-05-12_in_0,Great Western Road,2020-05-12 08:58:51,2020-05-12 08:52:20,in,1
9890_490000065C_2020-05-12_out_0,East Acton Station / Fitzneal Street,2020-05-12 08:58:54,2020-05-12 08:58:42,out,1
10545_490013046N_2020-05-12_in_0,Sussex Gardens,2020-05-12 08:59:05,2020-05-12 08:58:46,in,1
10545_490000144E_2020-05-12_in_0,Marble Arch / Edgware Road,2020-05-12 08:57:47,2020-05-12 08:55:34,in,1
10545_490007167N1_2020-05-12_in_0,Burwood Place,2020-05-12 08:59:07,2020-05-12 08:55:41,in,1
9890_490015061O_2020-05-12_out_0,Brunel Road,2020-05-12 08:58:10,2020-05-12 08:31:23,out,1
9890_490013349A_2020-05-12_out_0,The Fairway,2020-05-12 08:58:31,2020-05-12 08:31:26,out,1
10540_490004702L_2020-05-12_out_0,Cambridge Gardens / Ladbroke Grove,2020-05-12 08:58:35,2020-05-12 08:57:00,out,1
10540_490000131A_2020-05-12_out_0,Ladbroke Grove Station,2020-05-12 08:59:16,2020-05-12 08:55:26,out,1
9890_490006211B_2020-05-12_out_0,East Acton Station  / Erconwald Street,2020-05-12 08:59:20,2020-05-12 08:31:08,out,1
9890_490014971D_2020-05-12_out_0,Wulfstan Street,2020-05-12 08:59:41,2020-05-12 08:58:36,out,1
19404_490011137E1_2020-05-12_in_0,Portobello Road,2020-05-12 09:00:09,2020-05-12 08:52:00,in,1
10432_490014971D_2020-05-12_in_0,Wulfstan Street,2020-05-12 09:00:48,2020-05-12 08:57:14,in,1
10543_490015196OF_2020-05-12_out_0,Oxford Circus Station  / John Lewis,2020-05-12 09:00:33,2020-05-12 08:58:59,out,1
10545_490012797N_2020-05-12_in_0,St Mary's Hospital,2020-05-12 09:00:25,2020-05-12 08:58:42,in,1
19404_490011158E_2020-05-12_in_0,Powis Gardens,2020-05-12 08:59:37,2020-05-12 08:52:25,in,1
9890_490007707E_2020-05-12_out_0,Hammersmith Hospital,2020-05-12 09:00:59,2020-05-12 08:58:37,out,1
19404_490000131A_2020-05-12_in_0,Ladbroke Grove Station,2020-05-12 09:02:43,2020-05-12 09:02:04,in,1
10432_490000065H_2020-05-12_in_0,East Acton Station,2020-05-12 09:02:16,2020-05-12 09:00:26,in,1
10545_490006321D_2020-05-12_in_0,Paddington Stn / Eastbourne Terrace,2020-05-12 09:02:28,2020-05-12 09:02:08,in,1
9890_490014869W_2020-05-12_out_0,Latymer Upper School / Playing Fields,2020-05-12 09:02:06,2020-05-12 08:58:57,out,1
10540_490011137E1_2020-05-12_out_0,Portobello Road,2020-05-12 09:02:15,2020-05-12 09:02:09,out,1
10545_490001221F_2020-05-12_in_0,Paddington Station,2020-05-12 09:01:40,2020-05-12 08:58:44,in,1
11142_490001221F_2020-05-12_out_0,Paddington Station,2020-05-12 09:02:01,2020-05-12 09:00:37,out,1
10545_490014406W_2020-05-12_in_0,Westbourne Terrace,2020-05-12 09:03:51,2020-05-12 09:02:16,in,1
19404_490004702L_2020-05-12_in_0,Cambridge Gardens / Ladbroke Grove,2020-05-12 09:03:13,2020-05-12 08:55:25,in,1
10432_490015061O_2020-05-12_in_0,Brunel Road,2020-05-12 09:04:08,2020-05-12 09:00:43,in,1
9890_490011962E_2020-05-12_out_0,North Pole Road / Scrubs Lane,2020-05-12 09:03:43,2020-05-12 09:04:05,out,1
10432_490009299N_2020-05-12_in_0,Long Drive,2020-05-12 09:03:27,2020-05-12 09:00:26,in,1
19404_490004699S_2020-05-12_in_0,Oxford Gardens,2020-05-12 09:03:55,2020-05-12 08:55:37,in,1
10545_490007252W_2020-05-12_in_0,Gloucester Terrace,2020-05-12 09:04:24,2020-05-12 09:03:58,in,1
